Date,Open,High,Low,Close,AdjClose
"Mar 1, 1997","1,048.78","1,073.64","1,000.00","1,000.00","1,000.00"
"Feb 1, 1997","1,035.59","1,075.82","1,024.72","1,042.85","1,042.85"
"Jan 1, 1997",969.05,"1,034.74",969.05,"1,034.74","1,034.74"
"Dec 1, 1996",993,994.85,947.23,973.9,973.9
"Nov 1, 1996",921.91,993.58,921.91,993.58,993.58
"Oct 1, 1996",901.29,930.55,901.29,923.76,923.76
"Sep 1, 1996",854.63,898.97,848.15,898.97,898.97
"Aug 1, 1996",846.77,875.01,846.77,851.06,851.06
"Jul 1, 1996",878.97,878.97,815.77,833.48,833.48
"Jun 1, 1996",866.83,881.09,860.4,872.01,872.01
"May 1, 1996",847.49,880.46,826.63,868.69,868.69
"Apr 1, 1996",845.2,848.21,816.7,846.85,846.85
"Mar 1, 1996",831.7,846.66,818.19,834.55,834.55
"Feb 1, 1996",822.3,852.47,818.97,826.59,826.59
"Jan 1, 1996",798.22,819,770.11,819,819
"Dec 1, 1995",779.15,798.76,778.69,792.04,792.04
"Nov 1, 1995",748.01,779.98,748.01,777.07,777.07
"Oct 1, 1995",743.65,755.83,738.11,744.4,744.4
"Sep 1, 1995",719.34,749.66,719.34,747.07,747.07
"Aug 1, 1995",711.95,716.82,707.14,716.82,716.82
"Jul 1, 1995",695.08,718.95,695.08,715.02,715.02
"Jun 1, 1995",676.53,699.63,669.8,692.07,692.07
"May 1, 1995",649.95,676.36,649.95,676.36,676.36
"Apr 1, 1995",633.33,650.36,633.33,650.36,650.36
"Mar 1, 1995",611.64,635.72,607.48,631.76,631.76
"Feb 1, 1995",590.65,614.4,590.65,613.65,613.65
"Jan 1, 1995",575.52,590.64,575.52,590.64,590.64
"Dec 1, 1994",561.43,579.53,557.33,575.71,575.71
"Nov 1, 1994",583.98,583.98,562.23,567.29,567.29
"Oct 1, 1994",574.82,590.38,563.28,588.73,588.73
"Sep 1, 1994",587.45,590.08,571.53,575.8,575.8
"Aug 1, 1994",570.54,590.93,566.07,590.23,590.23
"Jul 1, 1994",551.47,566.98,551.47,566.98,566.98
"Jun 1, 1994",564.19,570.68,546.85,548.96,548.96
"May 1, 1994",556.44,563.76,543.2,562.75,562.75
"Apr 1, 1994",538.37,555.77,538.37,553.66,553.66
"Mar 1, 1994",568.33,577.23,546.36,546.65,546.65
"Feb 1, 1994",585.27,588.19,567.91,571.57,571.57
"Jan 1, 1994",567.1,587.52,567.1,587.52,587.52
"Dec 1, 1993",561.58,573.6,561.58,568.2,568.2
"Nov 1, 1993",568.49,568.49,554.82,561.41,561.41
"Oct 1, 1993",558.24,568.57,555.97,566.82,566.82
"Sep 1, 1993",559.2,559.2,547.7,555.33,555.33
"Aug 1, 1993",541.75,559.62,539.65,559.62,559.62
"Jul 1, 1993",539.56,541.7,530.74,539.16,539.16
"Jun 1, 1993",544.2,544.41,532.14,541.34,541.34
"May 1, 1993",528.55,543.54,525.68,539.76,539.76
"Apr 1, 1993",537.09,537.09,517.68,525.7,525.7
"Mar 1, 1993",526.07,543.73,526.07,538.72,538.72
"Feb 1, 1993",525.03,533.89,513.59,527.59,527.59
"Jan 1, 1993",516,521.87,508.61,520.49,520.49
"Dec 1, 1992",509.42,522.38,508.44,516.18,516.18
"Nov 1, 1992",498.08,509.92,491.7,509.92,509.92
"Oct 1, 1992",489.66,495.69,473.94,493.13,493.13
"Sep 1, 1992",488.23,499.61,486.46,491.43,491.43
"Aug 1, 1992",497.05,497.05,481.49,485.72,485.72
"Jul 1, 1992",481.95,495.87,477.87,495.87,495.87
"Jun 1, 1992",486.04,486.04,467.59,476.41,476.41
"May 1, 1992",478.45,486.35,476.94,483.6,483.6
"Apr 1, 1992",468.16,482.5,457.16,481.25,481.25
"Mar 1, 1992",476.66,477.28,466.7,467.52,467.52
"Feb 1, 1992",471.68,481.35,470.32,476.79,476.79
"Jan 1, 1992",479.84,484.2,470.7,470.7,470.7
"Dec 1, 1991",437.67,479.63,433.22,479.63,479.63
"Nov 1, 1991",447.2,455.25,430.41,430.41,430.41
"Oct 1, 1991",444.08,449.05,430.22,448.48,448.48
"Sep 1, 1991",446.39,446.39,437.03,442.53,442.53
"Aug 1, 1991",438.89,451.3,428.01,450.06,450.06
"Jul 1, 1991",427.73,439.65,422.71,439.65,439.65
"Jun 1, 1991",438.38,438.38,419.36,420.07,420.07
"May 1, 1991",427.59,440.24,415.43,440.24,440.24
"Apr 1, 1991",416.74,438.65,416.74,422.03,422.03
"Mar 1, 1991",414.92,422.23,411.08,421.03,421.03
"Feb 1, 1991",382.68,413.24,382.68,411.08,411.08
"Jan 1, 1991",363.44,383.64,347.02,383.64,383.64
"Dec 1, 1990",360,368.91,360,367.63,367.63
"Nov 1, 1990",339.35,357.67,338.81,357.67,357.67
"Oct 1, 1990",347.3,347.6,326.08,335.95,335.95
"Sep 1, 1990",355.32,356.75,331.79,337.39,337.39
"Aug 1, 1990",389.22,389.22,337.22,354.65,354.65
"Jul 1, 1990",392.81,403.46,386.7,389.89,389.89
"Jun 1, 1990",395.94,400.64,384.52,391.14,391.14
"May 1, 1990",360.48,393.8,360.48,393.8,393.8
"Apr 1, 1990",366.72,373.61,356.88,358.82,358.82
"Mar 1, 1990",359.46,371.56,359.46,368,368
"Feb 1, 1990",353.68,361.23,349.9,358.5,358.5
"Jan 1, 1990",386.16,386.16,347.38,353.94,353.94
"Dec 1, 1989",375.52,379.41,367.27,379.41,379.41
"Nov 1, 1989",364.01,370.51,355.19,370.51,370.51
"Oct 1, 1989",373.59,383.34,355.49,363.11,363.11
"Sep 1, 1989",375.78,375.78,364.83,371.74,371.74
"Aug 1, 1989",363.77,373.85,361.47,373.25,373.25
"Jul 1, 1989",337.19,366.1,337.19,366.1,366.1
"Jun 1, 1989",339.25,346.72,335.78,335.78,335.78
"May 1, 1989",324.11,338.92,320.74,337.69,337.69
"Apr 1, 1989",310.21,324.56,309.21,324.56,324.56
"Mar 1, 1989",299.77,313.03,299.77,308.54,308.54
"Feb 1, 1989",308.86,311.93,299.56,301.51,301.51
"Jan 1, 1989",285.65,309.21,285.65,309.21,309.21
"Dec 1, 1988",281.95,289.81,281.31,288.12,288.12
"Nov 1, 1988",287.51,287.71,272.6,283.18,283.18
"Oct 1, 1988",279.09,291.87,278.35,287.27,287.27
"Sep 1, 1988",264.85,280.18,264.85,279.49,279.49
"Aug 1, 1988",277.76,278.68,263.18,268.07,268.07
"Jul 1, 1988",276.86,281.05,267.76,277.49,277.49
"Jun 1, 1988",270.95,280.46,269.56,278.54,278.54
"May 1, 1988",264.33,266.32,254.58,266.32,266.32
"Apr 1, 1988",258.41,274.11,258.41,264.04,264.04
"Mar 1, 1988",269.44,273.27,260.28,261.15,261.15
"Feb 1, 1988",255.51,269.48,250.1,269.48,269.48
