total_borrower_income,avg_annual_income,first_year_income,last_year_income,income_vs_target,initial_investment,total_payments_made,total_admin_costs,final_profit,total_return,cagr,prob_default,market_risk,insurance_needed,complexity_score,house_value,loan_duration,loan_amount
1832069.5299700596,183206.95299700595,163528.26029965247,204224.38882819886,6.106898433233532,1360000.0,1832069.5299700596,0,-66315.546761187,-0.04876143144204926,-0.004986564317593034,0.0,0.0,False,1.0,1700000,10,1360000.0
2117439.4555157996,141162.63036771998,118082.09433780503,166846.90802507303,4.705421012257332,1360000.0,2117439.4555157996,0,-151302.1830835092,-0.11125160520846265,-0.007831909781898516,0.0,0.0,False,1.0,1700000,15,1360000.0
2444395.477225549,122219.77386127746,95691.06442491578,152976.53790785786,4.073992462042582,1360000.0,2444395.477225549,0,-275352.33243963955,-0.20246495032326436,-0.011247740597155609,0.0,0.0,False,1.0,1700000,20,1360000.0
2818585.5546593824,112743.4221863753,82516.68815901976,149250.07514683323,3.758114072879177,1360000.0,2818585.5546593824,0,-452535.9855146677,-0.3327470481725498,-0.01605319433382324,0.0,0.0,False,1.0,1700000,25,1360000.0
3246385.8677274347,108212.86225758116,73945.01098609612,151321.61724807974,3.6070954085860385,1360000.0,3246385.8677274347,0,-701415.1190954116,-0.5157464110995673,-0.023881759820789106,0.0,0.0,False,1.0,1700000,30,1360000.0
1939838.3258506516,193983.83258506516,173147.56972904378,216237.58817103406,6.466127752835505,1440000.0,1939838.3258506516,0,-70216.46127655124,-0.048761431442049474,-0.004986564317593034,0.0,0.0,False,1.0,1800000,10,1440000.0
2241994.7176049645,149466.31450699765,125028.09988708768,176661.43202654793,4.982210483566588,1440000.0,2241994.7176049645,0,-160202.31150018622,-0.11125160520846265,-0.007831909781898516,0.0,0.0,False,1.0,1800000,15,1440000.0
2588183.446474111,129409.17232370556,101319.95056755788,161975.15778479067,4.313639077456852,1440000.0,2588183.446474111,0,-291549.52846550057,-0.20246495032326428,-0.011247740597155609,0.0,0.0,False,1.0,1800000,20,1440000.0
2984384.704933463,119375.38819733853,87370.61099190328,158029.49133194107,3.979179606577951,1440000.0,2984384.704933463,0,-479155.74936847365,-0.33274704817255113,-0.01605319433382335,0.0,0.0,False,1.0,1800000,25,1440000.0
3437349.7422996364,114578.32474332121,78294.71751469001,160222.88885090797,3.81927749144404,1440000.0,3437349.7422996364,0,-742674.8319833768,-0.5157464110995672,-0.023881759820788995,0.0,0.0,False,1.0,1800000,30,1440000.0
