total_borrower_income,avg_annual_income,first_year_income,last_year_income,income_vs_target,initial_investment,total_payments_made,total_admin_costs,final_profit,total_return,cagr,prob_default,market_risk,insurance_needed,complexity_score,house_value,loan_duration,loan_amount
4234878.911031599,282325.26073543995,236164.18867561006,333693.81605014607,9.410842024514665,2720000.0,4234878.911031599,0,-302604.3661670184,-0.11125160520846265,-0.007831909781898516,0.0,0.0,False,1.0,3400000,15,2720000.0
4888790.954451098,244439.5477225549,191382.12884983156,305953.0758157157,8.147984924085163,2720000.0,4888790.954451098,0,-550704.6648792791,-0.20246495032326436,-0.011247740597155609,0.0,0.0,False,1.0,3400000,20,2720000.0
5637171.109318765,225486.8443727506,165033.37631803952,298500.15029366646,7.516228145758354,2720000.0,5637171.109318765,0,-905071.9710293354,-0.3327470481725498,-0.01605319433382324,0.0,0.0,False,1.0,3400000,25,2720000.0
6492771.735454869,216425.72451516232,147890.02197219225,302643.2344961595,7.214190817172077,2720000.0,6492771.735454869,0,-1402830.2381908232,-0.5157464110995673,-0.023881759820789106,0.0,0.0,False,1.0,3400000,30,2720000.0
3771907.8558207117,377190.78558207117,336675.8300286963,420461.97699923295,12.57302618606904,2800000.0,3771907.8558207117,0,-136532.00803773914,-0.048761431442049696,-0.004986564317593034,0.0,0.0,False,1.0,3500000,10,2800000.0
4359434.173120764,290628.9448747176,243110.1942248927,343508.34005162097,9.68763149582392,2800000.0,4359434.173120764,0,-311504.49458369735,-0.11125160520846333,-0.007831909781898516,0.0,0.0,False,1.0,3500000,15,2800000.0
5032578.923699658,251628.94618498292,197011.01499247365,314951.69569264847,8.38763153949943,2800000.0,5032578.923699658,0,-566901.860905139,-0.20246495032326392,-0.011247740597155609,0.0,0.0,False,1.0,3500000,20,2800000.0
5802970.259592846,232118.81038371383,169887.29915092303,307279.5664787743,7.737293679457128,2800000.0,5802970.259592846,0,-931691.7348831462,-0.33274704817255224,-0.01605319433382335,0.0,0.0,False,1.0,3500000,25,2800000.0
6683735.610027072,222791.1870009024,152239.72850078612,311544.50609898765,7.4263729000300795,2800000.0,6683735.610027072,0,-1444089.9510787865,-0.5157464110995666,-0.023881759820788995,0.0,0.0,False,1.0,3500000,30,2800000.0
3879676.651701303,387967.6651701303,346295.13945808756,432475.1763420681,12.93225550567101,2880000.0,3879676.651701303,0,-140432.9225531025,-0.048761431442049474,-0.004986564317593034,0.0,0.0,False,1.0,3600000,10,2880000.0
4483989.435209929,298932.6290139953,250056.19977417536,353322.86405309587,9.964420967133176,2880000.0,4483989.435209929,0,-320404.62300037243,-0.11125160520846265,-0.007831909781898516,0.0,0.0,False,1.0,3600000,15,2880000.0
5176366.892948222,258818.3446474111,202639.90113511577,323950.31556958135,8.627278154913704,2880000.0,5176366.892948222,0,-583099.0569310011,-0.20246495032326428,-0.011247740597155609,0.0,0.0,False,1.0,3600000,20,2880000.0
5968769.409866926,238750.77639467706,174741.22198380655,316058.98266388214,7.958359213155902,2880000.0,5968769.409866926,0,-958311.4987369473,-0.33274704817255113,-0.01605319433382335,0.0,0.0,False,1.0,3600000,25,2880000.0
6874699.484599273,229156.64948664242,156589.43502938002,320445.77770181594,7.63855498288808,2880000.0,6874699.484599273,0,-1485349.6639667535,-0.5157464110995672,-0.023881759820788995,0.0,0.0,False,1.0,3600000,30,2880000.0
3987445.4475818956,398744.5447581896,355914.4488874789,444488.3756849034,13.291484825272986,2960000.0,3987445.4475818956,0,-144333.83706846647,-0.04876143144204948,-0.004986564317593034,0.0,0.0,False,1.0,3700000,10,2960000.0
4608544.697299094,307236.3131532729,257002.205323458,363137.3880545707,10.24121043844243,2960000.0,4608544.697299094,0,-329304.7514170515,-0.11125160520846333,-0.007831909781898516,0.0,0.0,False,1.0,3700000,15,2960000.0
5320154.862196783,266007.74310983915,208268.78727775786,332948.9354465141,8.866924770327971,2960000.0,5320154.862196783,0,-599296.2529568607,-0.20246495032326375,-0.011247740597155609,0.0,0.0,False,1.0,3700000,20,2960000.0
6134568.5601410065,245382.74240564025,179595.14481669004,324838.3988489899,8.179424746854675,2960000.0,6134568.5601410065,0,-984931.2625907531,-0.33274704817255174,-0.01605319433382335,0.0,0.0,False,1.0,3700000,25,2960000.0
7065663.359171476,235522.11197238255,160939.1415579739,329347.0493046441,7.8507370657460855,2960000.0,7065663.359171476,0,-1526609.376854714,-0.5157464110995655,-0.023881759820788884,0.0,0.0,False,1.0,3700000,30,2960000.0
4095214.243462486,409521.4243462486,365533.7583168702,456501.5750277386,13.650714144874954,3040000.0,4095214.243462486,0,-148234.75158383,-0.048761431442049336,-0.004986564317593034,0.0,0.0,False,1.0,3800000,10,3040000.0
4733099.959388258,315539.9972925505,263948.21087274066,372951.9120560456,10.517999909751683,3040000.0,4733099.959388258,0,-338204.8798337269,-0.1112516052084628,-0.007831909781898516,0.0,0.0,False,1.0,3800000,15,3040000.0
5463942.831445343,273197.14157226717,213897.67342039995,341947.5553234469,9.106571385742239,3040000.0,5463942.831445343,0,-615493.4489827214,-0.20246495032326361,-0.011247740597155609,0.0,0.0,False,1.0,3800000,20,3040000.0
6300367.710415087,252014.70841660348,184449.06764957355,333617.81503409776,8.400490280553448,3040000.0,6300367.710415087,0,-1011551.0264445522,-0.3327470481725501,-0.01605319433382324,0.0,0.0,False,1.0,3800000,25,3040000.0
7256627.233743678,241887.5744581226,165288.8480865678,338248.32090747234,8.062919148604086,3040000.0,7256627.233743678,0,-1567869.0897426833,-0.5157464110995669,-0.023881759820788995,0.0,0.0,False,1.0,3800000,30,3040000.0
4202983.039343079,420298.3039343079,375153.06774626154,468514.77437057387,14.00994346447693,3120000.0,4202983.039343079,0,-152135.6660991946,-0.04876143144204956,-0.004986564317593034,0.0,0.0,False,1.0,3900000,10,3120000.0
4857655.221477423,323843.6814318282,270894.2164220233,382766.4360575205,10.794789381060939,3120000.0,4857655.221477423,0,-347105.00825040357,-0.11125160520846268,-0.007831909781898516,0.0,0.0,False,1.0,3900000,15,3120000.0
5607730.800693906,280386.5400346953,219526.55956304207,350946.17520037974,9.34621800115651,3120000.0,5607730.800693906,0,-631690.6450085865,-0.2024649503232649,-0.011247740597155609,0.0,0.0,False,1.0,3900000,20,3120000.0
6466166.860689171,258646.67442756682,189302.99048245707,342397.2312192056,8.621555814252227,3120000.0,6466166.860689171,0,-1038170.7902983576,-0.3327470481725505,-0.01605319433382335,0.0,0.0,False,1.0,3900000,25,3120000.0
7447591.1083158795,248253.03694386265,169638.55461516167,347149.5925103005,8.275101231462088,3120000.0,7447591.1083158795,0,-1609128.8026306496,-0.5157464110995672,-0.023881759820788995,0.0,0.0,False,1.0,3900000,30,3120000.0
4310751.83522367,431075.18352236704,384772.37717565283,480527.97371340904,14.3691727840789,3200000.0,4310751.83522367,0,-156036.58061455842,-0.04876143144204951,-0.004986564317593034,0.0,0.0,False,1.0,4000000,10,3200000.0
4982210.483566588,332147.36557110585,277840.22197130596,392580.9600589954,11.071578852370195,3200000.0,4982210.483566588,0,-356005.1366670821,-0.11125160520846315,-0.007831909781898516,0.0,0.0,False,1.0,4000000,15,3200000.0
5751518.769942468,287575.9384971234,225155.44570568416,359944.79507731256,9.585864616570781,3200000.0,5751518.769942468,0,-647887.8410344447,-0.20246495032326398,-0.011247740597155609,0.0,0.0,False,1.0,4000000,20,3200000.0
6631966.01096325,265278.64043853,194156.9133153406,351176.64740431344,8.842621347951,3200000.0,6631966.01096325,0,-1064790.55415216,-0.33274704817254996,-0.01605319433382324,0.0,0.0,False,1.0,4000000,25,3200000.0
7638554.982888083,254618.49942960276,173988.26114375558,356050.8641131288,8.487283314320091,3200000.0,7638554.982888083,0,-1650388.5155186125,-0.5157464110995664,-0.023881759820788995,0.0,0.0,False,1.0,4000000,30,3200000.0
4418520.631104263,441852.06311042624,394391.6866050442,492541.17305624427,14.728402103680875,3280000.0,4418520.631104263,0,-159937.49512992275,-0.04876143144204962,-0.004986564317593034,0.0,0.0,False,1.0,4100000,10,3280000.0
5106765.745655753,340451.0497103835,284786.2275205886,402395.48406047025,11.34836832367945,3280000.0,5106765.745655753,0,-364905.2650837582,-0.11125160520846288,-0.007831909781898516,0.0,0.0,False,1.0,4100000,15,3280000.0
5895306.739191029,294765.33695955144,230784.33184832628,368943.4149542454,9.825511231985049,3280000.0,5895306.739191029,0,-664085.0370603054,-0.20246495032326384,-0.011247740597155609,0.0,0.0,False,1.0,4100000,20,3280000.0
6797765.161237332,271910.60644949327,199010.8361482241,359956.0635894213,9.063686881649776,3280000.0,6797765.161237332,0,-1091410.3180059653,-0.3327470481725504,-0.01605319433382324,0.0,0.0,False,1.0,4100000,25,3280000.0
7829518.857460284,260983.96191534278,178337.96767234945,364952.135715957,8.699465397178093,3280000.0,7829518.857460284,0,-1691648.2284065746,-0.5157464110995654,-0.023881759820788884,0.0,0.0,False,1.0,4100000,30,3280000.0
4526289.426984854,452628.9426984854,404010.99603443546,504554.37239907944,15.087631423282847,3360000.0,4526289.426984854,0,-163838.4096452854,-0.048761431442049225,-0.004986564317593034,0.0,0.0,False,1.0,4200000,10,3360000.0
5231321.007744917,348754.73384966113,291732.23306987126,412210.00806194515,11.625157794988704,3360000.0,5231321.007744917,0,-373805.3935004356,-0.11125160520846297,-0.007831909781898516,0.0,0.0,False,1.0,4200000,15,3360000.0
6039094.70843959,301954.7354219795,236413.21799096838,377942.0348311782,10.065157847399316,3360000.0,6039094.70843959,0,-680282.2330861667,-0.2024649503232639,-0.011247740597155609,0.0,0.0,False,1.0,4200000,20,3360000.0
6963564.311511415,278542.5724604566,203864.75898110762,368735.4797745291,9.284752415348553,3360000.0,6963564.311511415,0,-1118030.0818597712,-0.33274704817255096,-0.01605319433382335,0.0,0.0,False,1.0,4200000,25,3360000.0
8020482.732032485,267349.42440108286,182687.67420094335,373853.4073187852,8.911647480036095,3360000.0,8020482.732032485,0,-1732907.9412945425,-0.5157464110995662,-0.023881759820788995,0.0,0.0,False,1.0,4200000,30,3360000.0
4634058.222865446,463405.82228654454,413630.3054638268,516567.5717419147,15.446860742884818,3440000.0,4634058.222865446,0,-167739.3241606503,-0.04876143144204951,-0.004986564317593034,0.0,0.0,False,1.0,4300000,10,3440000.0
5355876.269834082,357058.4179889388,298678.2386191539,422024.53206342005,11.90194726629796,3440000.0,5355876.269834082,0,-382705.5219171126,-0.11125160520846296,-0.007831909781898516,0.0,0.0,False,1.0,4300000,15,3440000.0
6182882.6776881525,309144.13388440764,242042.1041336105,386940.654708111,10.304804462813587,3440000.0,6182882.6776881525,0,-696479.4291120308,-0.20246495032326475,-0.011247740597155609,0.0,0.0,False,1.0,4300000,20,3440000.0
7129363.461785494,285174.5384714198,208718.68181399113,377514.89595963695,9.505817949047326,3440000.0,7129363.461785494,0,-1144649.845713571,-0.3327470481725497,-0.01605319433382324,0.0,0.0,False,1.0,4300000,25,3440000.0
8211446.606604688,273714.88688682293,187037.38072953722,382754.6789216134,9.123829562894098,3440000.0,8211446.606604688,0,-1774167.654182507,-0.515746411099566,-0.023881759820788995,0.0,0.0,False,1.0,4300000,30,3440000.0
4741827.018746038,474182.7018746038,423249.61489321815,528580.77108475,15.806090062486794,3520000.0,4741827.018746038,0,-171640.2386760133,-0.04876143144204924,-0.004986564317593034,0.0,0.0,False,1.0,4400000,10,3520000.0
5480431.531923247,365362.1021282164,305624.24416843656,431839.05606489495,12.178736737607213,3520000.0,5480431.531923247,0,-391605.6503337902,-0.11125160520846313,-0.007831909781898516,0.0,0.0,False,1.0,4400000,15,3520000.0
6326670.646936715,316333.5323468357,247670.9902762526,395939.27458504384,10.544451078227857,3520000.0,6326670.646936715,0,-712676.6251378895,-0.20246495032326406,-0.011247740597155609,0.0,0.0,False,1.0,4400000,20,3520000.0
7295162.612059576,291806.5044823831,213572.60464687465,386294.3121447448,9.726883482746103,3520000.0,7295162.612059576,0,-1171269.6095673782,-0.33274704817255063,-0.01605319433382335,0.0,0.0,False,1.0,4400000,25,3520000.0
8402410.481176889,280080.34937256295,191387.08725813113,391655.95052444167,9.336011645752098,3520000.0,8402410.481176889,0,-1815427.3670704702,-0.5157464110995654,-0.023881759820788884,0.0,0.0,False,1.0,4400000,30,3520000.0
4849595.8146266285,484959.58146266284,432868.92432260944,540593.9704275852,16.16531938208876,3600000.0,4849595.8146266285,0,-175541.15319137817,-0.04876143144204949,-0.004986564317593034,0.0,0.0,False,1.0,4500000,10,3600000.0
5604986.794012411,373665.786267494,312570.2497177192,441653.5800663698,12.455526208916467,3600000.0,5604986.794012411,0,-400505.7787504685,-0.11125160520846347,-0.007831909781898516,0.0,0.0,False,1.0,4500000,15,3600000.0
6470458.616185275,323522.9308092637,253299.87641889468,404937.8944619766,10.784097693642124,3600000.0,6470458.616185275,0,-728873.8211637482,-0.20246495032326337,-0.011247740597155609,0.0,0.0,False,1.0,4500000,20,3600000.0
7460961.762333658,298438.4704933463,218426.52747975817,395073.72832985263,9.947949016444875,3600000.0,7460961.762333658,0,-1197889.3734211798,-0.33274704817254996,-0.01605319433382324,0.0,0.0,False,1.0,4500000,25,3600000.0
8593374.355749091,286445.81185830303,195736.79378672503,400557.2221272699,9.548193728610102,3600000.0,8593374.355749091,0,-1856687.0799584396,-0.5157464110995665,-0.023881759820788995,0.0,0.0,False,1.0,4500000,30,3600000.0
4957364.610507221,495736.4610507221,442488.2337520008,552607.1697704204,16.524548701690737,3680000.0,4957364.610507221,0,-179442.06770674273,-0.048761431442049655,-0.004986564317593034,0.0,0.0,False,1.0,4600000,10,3680000.0
5729542.056101575,381969.47040677164,319516.25526700186,451468.1040678447,12.732315680225721,3680000.0,5729542.056101575,0,-409405.9071671431,-0.11125160520846279,-0.007831909781898516,0.0,0.0,False,1.0,4600000,15,3680000.0
6614246.585433838,330712.3292716919,258928.7625615368,413936.5143389094,11.023744309056397,3680000.0,6614246.585433838,0,-745071.0171896113,-0.20246495032326395,-0.011247740597155609,0.0,0.0,False,1.0,4600000,20,3680000.0
7626760.912607739,305070.43650430953,223280.45031264168,403853.14451496047,10.16901455014365,3680000.0,7626760.912607739,0,-1224509.1372749845,-0.33274704817255013,-0.01605319433382324,0.0,0.0,False,1.0,4600000,25,3680000.0
8784338.230321294,292811.2743440431,200086.5003153189,409458.49373009807,9.760375811468103,3680000.0,8784338.230321294,0,-1897946.792846405,-0.5157464110995665,-0.023881759820788995,0.0,0.0,False,1.0,4600000,30,3680000.0
5065133.406387811,506513.3406387811,452107.543181392,564620.3691132555,16.883778021292702,3760000.0,5065133.406387811,0,-183342.9822221035,-0.04876143144204881,-0.004986564317593034,0.0,0.0,False,1.0,4700000,10,3760000.0
5854097.3181907395,390273.1545460493,326462.26081628446,461282.62806931953,13.009105151534976,3760000.0,5854097.3181907395,0,-418306.0355838188,-0.11125160520846245,-0.007831909781898516,0.0,0.0,False,1.0,4700000,15,3760000.0
6758034.554682398,337901.7277341199,264557.64870417886,422935.1342158422,11.263390924470665,3760000.0,6758034.554682398,0,-761268.2132154703,-0.2024649503232634,-0.011247740597155609,0.0,0.0,False,1.0,4700000,20,3760000.0
7792560.06288182,311702.4025152728,228134.37314552517,412632.5607000683,10.390080083842426,3760000.0,7792560.06288182,0,-1251128.9011287882,-0.3327470481725501,-0.01605319433382324,0.0,0.0,False,1.0,4700000,25,3760000.0
8975302.104893496,299176.7368297832,204436.20684391278,418359.7653329263,9.972557894326107,3760000.0,8975302.104893496,0,-1939206.5057343638,-0.5157464110995649,-0.023881759820788884,0.0,0.0,False,1.0,4700000,30,3760000.0
5172902.202268404,517290.2202268404,461726.85261078336,576633.5684560908,17.243007340894682,3840000.0,5172902.202268404,0,-187243.89673746808,-0.04876143144204898,-0.004986564317593034,0.0,0.0,False,1.0,4800000,10,3840000.0
5978652.5802799035,398576.8386853269,333408.2663655671,471097.1520707944,13.28589462284423,3840000.0,5978652.5802799035,0,-427206.16400049825,-0.11125160520846308,-0.007831909781898516,0.0,0.0,False,1.0,4800000,15,3840000.0
6901822.52393096,345091.126196548,270186.534846821,431933.75409277505,11.503037539884932,3840000.0,6901822.52393096,0,-777465.4092413331,-0.20246495032326384,-0.011247740597155609,0.0,0.0,False,1.0,4800000,20,3840000.0
7958359.213155903,318334.3685262361,232988.29597840869,421411.97688517615,10.611145617541203,3840000.0,7958359.213155903,0,-1277748.6649825927,-0.3327470481725502,-0.01605319433382324,0.0,0.0,False,1.0,4800000,25,3840000.0
9166265.979465697,305542.1993155232,208785.91337250665,427261.03693575447,10.184739977184107,3840000.0,9166265.979465697,0,-1980466.218622333,-0.5157464110995659,-0.023881759820788995,0.0,0.0,False,1.0,4800000,30,3840000.0
5280670.998148995,528067.0998148995,471346.16204017465,588646.767798926,17.60223666049665,3920000.0,5280670.998148995,0,-191144.81125283183,-0.04876143144204893,-0.004986564317593034,0.0,0.0,False,1.0,4900000,10,3920000.0
6103207.84236907,406880.5228246047,340354.27191484976,480911.67607226927,13.56268409415349,3920000.0,6103207.84236907,0,-436106.2924171751,-0.11125160520846303,-0.007831909781898516,0.0,0.0,False,1.0,4900000,15,3920000.0
7045610.4931795215,352280.52465897606,275815.42098946305,440932.37396970775,11.742684155299202,3920000.0,7045610.4931795215,0,-793662.6052671943,-0.20246495032326386,-0.011247740597155609,0.0,0.0,False,1.0,4900000,20,3920000.0
8124158.363429982,324966.3345371993,237842.2188112922,430191.393070284,10.832211151239976,3920000.0,8124158.363429982,0,-1304368.428836396,-0.33274704817254996,-0.01605319433382324,0.0,0.0,False,1.0,4900000,25,3920000.0
9357229.8540379,311907.66180126334,213135.61990110055,436162.3085385827,10.396922060042112,3920000.0,9357229.8540379,0,-2021725.9315102978,-0.5157464110995658,-0.023881759820788995,0.0,0.0,False,1.0,4900000,30,3920000.0
5388439.794029588,538843.9794029588,480965.471469566,600659.9671417612,17.961465980098627,4000000.0,5388439.794029588,0,-195045.7257681964,-0.0487614314420491,-0.004986564317593034,0.0,0.0,False,1.0,5000000,10,4000000.0
6227763.104458233,415184.2069638822,347300.2774641324,490726.20007374417,13.83947356546274,4000000.0,6227763.104458233,0,-445006.4208338512,-0.1112516052084628,-0.007831909781898516,0.0,0.0,False,1.0,5000000,15,4000000.0
7189398.462428082,359469.9231214041,281444.30713210517,449930.99384664063,11.98233077071347,4000000.0,7189398.462428082,0,-809859.8012930553,-0.20246495032326384,-0.011247740597155609,0.0,0.0,False,1.0,5000000,20,4000000.0
8289957.513704063,331598.30054816254,242696.14164417572,438970.8092553918,11.053276684938751,4000000.0,8289957.513704063,0,-1330988.1926902002,-0.33274704817255,-0.01605319433382324,0.0,0.0,False,1.0,5000000,25,4000000.0
9548193.728610102,318273.1242870034,217485.32642969443,445063.5801414109,10.609104142900113,4000000.0,9548193.728610102,0,-2062985.6443982616,-0.5157464110995654,-0.023881759820788884,0.0,0.0,False,1.0,5000000,30,4000000.0
5496208.589910179,549620.8589910179,490584.78089895734,612673.1664845964,18.320695299700596,4080000.0,5496208.589910179,0,-198946.6402835605,-0.04876143144204914,-0.004986564317593034,0.0,0.0,False,1.0,5100000,10,4080000.0
6352318.366547398,423487.89110315987,354246.28301341506,500540.72407521907,14.116263036771995,4080000.0,6352318.366547398,0,-453906.54925052845,-0.11125160520846286,-0.007831909781898516,0.0,0.0,False,1.0,5100000,15,4080000.0
7333186.431676644,366659.3215838322,287073.1932747473,458929.61372357345,12.22197738612774,4080000.0,7333186.431676644,0,-826056.9973189167,-0.2024649503232639,-0.011247740597155609,0.0,0.0,False,1.0,5100000,20,4080000.0
8455756.663978146,338230.26655912586,247550.06447705923,447750.22544049966,11.274342218637528,4080000.0,8455756.663978146,0,-1357607.9565440032,-0.3327470481725498,-0.01605319433382324,0.0,0.0,False,1.0,5100000,25,4080000.0
9739157.603182303,324638.58677274344,221835.03295828833,453964.85174423916,10.821286225758115,4080000.0,9739157.603182303,0,-2104245.3572862293,-0.515746411099566,-0.023881759820788995,0.0,0.0,False,1.0,5100000,30,4080000.0
5603977.385790771,560397.7385790771,500204.0903283486,624686.3658274317,18.679924619302568,4160000.0,5603977.385790771,0,-202847.55479892495,-0.048761431442049266,-0.004986564317593034,0.0,0.0,False,1.0,5200000,10,4160000.0
6476873.628636563,431791.57524243754,361192.2885626977,510355.2480766939,14.39305250808125,4160000.0,6476873.628636563,0,-462806.67766720627,-0.11125160520846304,-0.007831909781898516,0.0,0.0,False,1.0,5200000,15,4160000.0
7476974.400925208,373848.7200462604,292702.0794173894,467928.2336005063,12.461624001542013,4160000.0,7476974.400925208,0,-842254.193344777,-0.2024649503232637,-0.011247740597155609,0.0,0.0,False,1.0,5200000,20,4160000.0
8621555.814252228,344862.2325700891,252403.98730994275,456529.6416256075,11.495407752336304,4160000.0,8621555.814252228,0,-1384227.7203978107,-0.33274704817255063,-0.01605319433382335,0.0,0.0,False,1.0,5200000,25,4160000.0
9930121.477754507,331004.0492584836,226184.7394868822,462866.12334706733,11.033468308616118,4160000.0,9930121.477754507,0,-2145505.0701741925,-0.5157464110995655,-0.023881759820788884,0.0,0.0,False,1.0,5200000,30,4160000.0
5711746.181671362,571174.6181671362,509823.39975774,636699.5651702669,19.03915393890454,4240000.0,5711746.181671362,0,-206748.46931428934,-0.04876143144204937,-0.004986564317593034,0.0,0.0,False,1.0,5300000,10,4240000.0
6601428.890725728,440095.2593817152,368138.29411198036,520169.7720781688,14.669841979390506,4240000.0,6601428.890725728,0,-471706.8060838809,-0.11125160520846247,-0.007831909781898516,0.0,0.0,False,1.0,5300000,15,4240000.0
7620762.370173768,381038.1185086884,298330.9655600315,476926.853477439,12.70127061695628,4240000.0,7620762.370173768,0,-858451.3893706367,-0.20246495032326337,-0.011247740597155609,0.0,0.0,False,1.0,5300000,20,4240000.0
8787354.964526309,351494.19858105236,257257.91014282627,465309.05781071534,11.716473286035079,4240000.0,8787354.964526309,0,-1410847.4842516114,-0.33274704817254985,-0.01605319433382324,0.0,0.0,False,1.0,5300000,25,4240000.0
10121085.35232671,337369.51174422365,230534.4460154761,471767.39494989556,11.245650391474122,4240000.0,10121085.35232671,0,-2186764.783062158,-0.5157464110995656,-0.023881759820788884,0.0,0.0,False,1.0,5300000,30,4240000.0
5819514.977551954,581951.4977551954,519442.70918713126,648712.7645131021,19.398383258506513,4320000.0,5819514.977551954,0,-210649.38382965222,-0.04876143144204913,-0.004986564317593034,0.0,0.0,False,1.0,5400000,10,4320000.0
6725984.152814894,448398.94352099294,375084.299661263,529984.2960796438,14.946631450699764,4320000.0,6725984.152814894,0,-480606.93450055865,-0.11125160520846265,-0.007831909781898516,0.0,0.0,False,1.0,5400000,15,4320000.0
7764550.33942233,388227.51697111654,303959.8517026736,485925.4733543719,12.940917232370552,4320000.0,7764550.33942233,0,-874648.5853964991,-0.2024649503232637,-0.011247740597155609,0.0,0.0,False,1.0,5400000,20,4320000.0
8953154.114800392,358126.1645920157,262111.83297570978,474088.4739958232,11.937538819733856,4320000.0,8953154.114800392,0,-1437467.248105418,-0.33274704817255046,-0.01605319433382335,0.0,0.0,False,1.0,5400000,25,4320000.0
10312049.226898912,343734.97422996373,234884.15254407,480668.6665527238,11.457832474332124,4320000.0,10312049.226898912,0,-2228024.495950119,-0.5157464110995647,-0.023881759820788884,0.0,0.0,False,1.0,5400000,30,4320000.0
5927283.773432546,592728.3773432546,529062.0186165227,660725.9638559375,19.75761257810849,4400000.0,5927283.773432546,0,-214550.29834501626,-0.04876143144204915,-0.004986564317593034,0.0,0.0,False,1.0,5500000,10,4400000.0
6850539.414904059,456702.6276602706,382030.3052105457,539798.8200811187,15.22342092200902,4400000.0,6850539.414904059,0,-489507.06291723764,-0.1112516052084631,-0.007831909781898516,0.0,0.0,False,1.0,5500000,15,4400000.0
7908338.308670892,395416.9154335446,309588.7378453158,494924.09323130484,13.18056384778482,4400000.0,7908338.308670892,0,-890845.7814223592,-0.20246495032326345,-0.011247740597155609,0.0,0.0,False,1.0,5500000,20,4400000.0
9118953.265074471,364758.13060297887,266965.75580859336,482867.8901809311,12.15860435343263,4400000.0,9118953.265074471,0,-1464087.0119592275,-0.3327470481725517,-0.01605319433382335,0.0,0.0,False,1.0,5500000,25,4400000.0
10503013.101471113,350100.43671570375,239233.85907266394,489569.93815555214,11.670014557190125,4400000.0,10503013.101471113,0,-2269284.20883809,-0.5157464110995659,-0.023881759820788995,0.0,0.0,False,1.0,5500000,30,4400000.0
6035052.569313139,603505.2569313139,538681.3280459141,672739.1631987728,20.11684189771046,4480000.0,6035052.569313139,0,-218451.21286038135,-0.048761431442049405,-0.004986564317593034,0.0,0.0,False,1.0,5600000,10,4480000.0
6975094.676993224,465006.3117995483,388976.31075982837,549613.3440825936,15.500210393318277,4480000.0,6975094.676993224,0,-498407.19133391406,-0.11125160520846296,-0.007831909781898516,0.0,0.0,False,1.0,5600000,15,4480000.0
8052126.2779194545,402606.31389597274,315217.62398795784,503922.71310823754,13.42021046319909,4480000.0,8052126.2779194545,0,-907042.9774482234,-0.20246495032326414,-0.011247740597155609,0.0,0.0,False,1.0,5600000,20,4480000.0
9284752.415348552,371390.09661394206,271819.67864147684,491647.30636603886,12.379669887131403,4480000.0,9284752.415348552,0,-1490706.7758130268,-0.33274704817255063,-0.01605319433382335,0.0,0.0,False,1.0,5600000,25,4480000.0
10693976.976043316,356465.8992014438,243583.5656012578,498471.2097583803,11.882196640048127,4480000.0,10693976.976043316,0,-2310543.9217260573,-0.5157464110995663,-0.023881759820788995,0.0,0.0,False,1.0,5600000,30,4480000.0
6142821.36519373,614282.136519373,548300.6374753054,684752.3625416079,20.476071217312434,4560000.0,6142821.36519373,0,-222352.12737574615,-0.04876143144204959,-0.004986564317593034,0.0,0.0,False,1.0,5700000,10,4560000.0
7099649.939082387,473309.99593882577,395922.316309111,559427.8680840684,15.776999864627525,4560000.0,7099649.939082387,0,-507307.31975059194,-0.11125160520846314,-0.007831909781898516,0.0,0.0,False,1.0,5700000,15,4560000.0
8195914.247168016,409795.7123584008,320846.51013059996,512921.3329851704,13.65985707861336,4560000.0,8195914.247168016,0,-923240.17347408,-0.20246495032326317,-0.011247740597155498,0.0,0.0,False,1.0,5700000,20,4560000.0
9450551.565622635,378022.06262490543,276673.6014743604,500426.72255114675,12.600735420830182,4560000.0,9450551.565622635,0,-1517326.5396668352,-0.3327470481725516,-0.01605319433382335,0.0,0.0,False,1.0,5700000,25,4560000.0
10884940.850615516,362831.3616871839,247933.2721298517,507372.48136120854,12.09437872290613,4560000.0,10884940.850615516,0,-2351803.6346140276,-0.5157464110995674,-0.023881759820789106,0.0,0.0,False,1.0,5700000,30,4560000.0
6250590.161074323,625059.0161074323,557919.9469046966,696765.5618844432,20.83530053691441,4640000.0,6250590.161074323,0,-226253.04189110955,-0.048761431442049474,-0.004986564317593034,0.0,0.0,False,1.0,5800000,10,4640000.0
7224205.201171553,481613.6800781035,402868.32185839367,569242.3920855434,16.053789335936784,4640000.0,7224205.201171553,0,-516207.448167269,-0.11125160520846315,-0.007831909781898516,0.0,0.0,False,1.0,5800000,15,4640000.0
8339702.216416579,416985.11082082894,326475.3962732421,521919.95286210324,13.899503694027631,4640000.0,8339702.216416579,0,-939437.369499949,-0.2024649503232649,-0.011247740597155609,0.0,0.0,False,1.0,5800000,20,4640000.0
9616350.715896714,384654.02863586857,281527.5243072439,509206.13873625454,12.821800954528952,4640000.0,9616350.715896714,0,-1543946.303520634,-0.33274704817255046,-0.01605319433382335,0.0,0.0,False,1.0,5800000,25,4640000.0
11075904.72518772,369196.82417292404,252282.9786584456,516273.7529640367,12.306560805764134,4640000.0,11075904.72518772,0,-2393063.347501991,-0.515746411099567,-0.023881759820788995,0.0,0.0,False,1.0,5800000,30,4640000.0
