ltv,lending_margin,additional_margin,annual_income_pct,annual_income,insurance_cost_pa,loan_amount,reinvest_fraction,total_cost_of_funds,mean_reinvestment,mean_cagr,xirr,prob_insurance_payout,mean_funder_earned
0.5,0.05,0.015,0.015,30000.0,0.025,1000000.0,0.4,0.105,78140.16,-0.07840371537987623,-0.06988167908169574,1.0,111852.5625
0.5,0.05,0.015,0.015,30000.0,0.03,1000000.0,0.4,0.105,-169208.76,nan,nan,1.0,13988.25
0.5,0.05,0.015,0.02,40000.0,0.01,1000000.0,0.19999999999999996,0.105,87337.74,-0.040580375100997546,-0.08422812855066975,1.0,123547.5
0.5,0.05,0.015,0.02,40000.0,0.015,1000000.0,0.19999999999999996,0.105,-88193.71,nan,nan,1.0,7879.499999999999
0.5,0.05,0.015,0.02,40000.0,0.02,1000000.0,0.19999999999999996,0.105,-928550.21,nan,nan,1.0,48451.49999999999
0.5,0.05,0.015,0.02,40000.0,0.025,1000000.0,0.19999999999999996,0.105,-1489775.37,nan,nan,1.0,78282.0
0.5,0.05,0.015,0.02,40000.0,0.03,1000000.0,0.19999999999999996,0.105,-2201824.94,nan,nan,1.0,93838.5
0.5,0.05,0.02,0.01,20000.0,0.01,1000000.0,0.6,0.11,907800.48,0.024602335308228307,0.012844877359891704,0.8,933332.625
0.5,0.05,0.02,0.01,20000.0,0.015,1000000.0,0.6,0.11,674118.92,0.007067546371368305,0.007671966087745785,0.93,781692.75
0.5,0.05,0.02,0.01,20000.0,0.02,1000000.0,0.6,0.11,521127.72,-0.006352827870860112,0.003732689188811422,0.97,670530.375
0.5,0.05,0.02,0.01,20000.0,0.025,1000000.0,0.6,0.11,379859.3,-0.022597207138859265,-0.001730317890948796,1.0,548661.375
0.5,0.05,0.02,0.01,20000.0,0.03,1000000.0,0.6,0.11,284160.64,-0.03667987446795862,-0.01046641995906028,1.0,335427.75
0.5,0.05,0.02,0.015,30000.0,0.01,1000000.0,0.4,0.11,436269.75,0.00632687594357173,-0.0010394704431799795,0.98,512899.3125
0.5,0.05,0.02,0.015,30000.0,0.015,1000000.0,0.4,0.11,288936.86,-0.016060453599393676,-0.010641410873289736,0.99,380189.8125
0.5,0.05,0.02,0.015,30000.0,0.02,1000000.0,0.4,0.11,171565.75,-0.04144170427596028,-0.027891754088835596,1.0,216912.375
0.5,0.05,0.02,0.015,30000.0,0.025,1000000.0,0.4,0.11,79654.23,-0.07751897302236588,-0.06764608755156487,1.0,113087.8125
0.5,0.05,0.02,0.015,30000.0,0.03,1000000.0,0.4,0.11,-178465.57,nan,nan,1.0,14014.6875
0.5,0.05,0.02,0.02,40000.0,0.01,1000000.0,0.19999999999999996,0.11,84481.15,-0.04217428811351198,-0.08651140775135202,1.0,117292.5
0.5,0.05,0.02,0.02,40000.0,0.015,1000000.0,0.19999999999999996,0.11,-93976.39,nan,nan,1.0,7395.749999999999
0.5,0.05,0.02,0.02,40000.0,0.02,1000000.0,0.19999999999999996,0.11,-930591.78,nan,nan,1.0,47463.74999999999
0.5,0.05,0.02,0.02,40000.0,0.025,1000000.0,0.19999999999999996,0.11,-1389079.1,nan,nan,1.0,72929.24999999999
0.5,0.05,0.02,0.02,40000.0,0.03,1000000.0,0.19999999999999996,0.11,-2157174.71,nan,nan,1.0,92189.25
0.5,0.05,0.025,0.01,20000.0,0.01,1000000.0,0.6,0.11499999999999999,803753.54,0.016305142809351247,0.00918408906338275,0.81,774930.375
0.5,0.05,0.025,0.01,20000.0,0.015,1000000.0,0.6,0.11499999999999999,666922.91,0.006925269801862921,0.006959672131271688,0.93,725239.125
0.5,0.05,0.025,0.01,20000.0,0.02,1000000.0,0.6,0.11499999999999999,485989.62,-0.010481798513343632,0.002433482867504999,1.0,641203.875
0.5,0.05,0.025,0.01,20000.0,0.025,1000000.0,0.6,0.11499999999999999,371689.79,-0.023659130819901564,-0.0037922576407610764,1.0,466616.25
0.5,0.05,0.025,0.01,20000.0,0.03,1000000.0,0.6,0.11499999999999999,271929.45,-0.03879670765209697,-0.010542487936891387,1.0,345377.25
0.5,0.05,0.025,0.015,30000.0,0.01,1000000.0,0.4,0.11499999999999999,404378.96,0.0005445437596256486,-0.004206040278933898,1.0,447095.25
0.5,0.05,0.025,0.015,30000.0,0.015,1000000.0,0.4,0.11499999999999999,275264.73,-0.018513051538945446,-0.012965170577757146,1.0,346352.625
0.5,0.05,0.025,0.015,30000.0,0.02,1000000.0,0.4,0.11499999999999999,181655.72,-0.03869886670362099,-0.02710560656248706,1.0,222591.375
0.5,0.05,0.025,0.015,30000.0,0.025,1000000.0,0.4,0.11499999999999999,78700.9,-0.07807416488241747,-0.07023999663383018,1.0,104178.9375
0.5,0.05,0.025,0.015,30000.0,0.03,1000000.0,0.4,0.11499999999999999,-169493.1,nan,nan,1.0,13119.1875
0.5,0.05,0.025,0.02,40000.0,0.01,1000000.0,0.19999999999999996,0.11499999999999999,87178.89,-0.0406677002536765,-0.0873212882602662,1.0,112671.0
0.5,0.05,0.025,0.02,40000.0,0.015,1000000.0,0.19999999999999996,0.11499999999999999,-92880.76,nan,nan,1.0,6729.749999999999
0.5,0.05,0.025,0.02,40000.0,0.02,1000000.0,0.19999999999999996,0.11499999999999999,-958320.1,nan,nan,1.0,48532.5
0.5,0.05,0.025,0.02,40000.0,0.025,1000000.0,0.19999999999999996,0.11499999999999999,-1488149.26,nan,nan,1.0,68154.75
0.5,0.05,0.025,0.02,40000.0,0.03,1000000.0,0.19999999999999996,0.11499999999999999,-2179260.14,nan,nan,1.0,83040.75
0.5,0.06,0.01,0.01,20000.0,0.01,1000000.0,0.6,0.11,764728.83,0.013090036828542928,0.00980316870917064,0.9,847201.25
0.5,0.06,0.01,0.01,20000.0,0.015,1000000.0,0.6,0.11,695631.76,0.008891402321317576,0.009267637197840406,0.85,863961.25
0.5,0.06,0.01,0.01,20000.0,0.02,1000000.0,0.6,0.11,512179.51,-0.007881501112582345,0.00465905582006898,0.97,739193.75
0.5,0.06,0.01,0.01,20000.0,0.025,1000000.0,0.6,0.11,370046.23,-0.023875447624031043,-0.0023262630918752247,1.0,534062.5
0.5,0.06,0.01,0.01,20000.0,0.03,1000000.0,0.6,0.11,275869.82,-0.0381050447176865,-0.009407149400597059,1.0,386021.25
0.5,0.06,0.01,0.015,30000.0,0.01,1000000.0,0.4,0.11,397564.12,-0.00013035943783812343,-0.0025241710748435953,0.98,513151.25
0.5,0.06,0.01,0.015,30000.0,0.015,1000000.0,0.4,0.11,277395.86,-0.018134502745999148,-0.010389373136638569,1.0,415585.625
0.5,0.06,0.01,0.015,30000.0,0.02,1000000.0,0.4,0.11,181579.04,-0.03871915985892194,-0.024735366625336153,1.0,256478.75
0.5,0.06,0.01,0.015,30000.0,0.025,1000000.0,0.4,0.11,80207.31,-0.07719976171484033,-0.06573015181713138,1.0,121968.125
0.5,0.06,0.01,0.015,30000.0,0.03,1000000.0,0.4,0.11,-185291.93,nan,nan,1.0,14820.0
0.5,0.06,0.01,0.02,40000.0,0.01,1000000.0,0.19999999999999996,0.11,86150.73,-0.041236596773254974,-0.08423510898009823,1.0,120722.5
0.5,0.06,0.01,0.02,40000.0,0.015,1000000.0,0.19999999999999996,0.11,-102510.92,nan,nan,1.0,7787.499999999999
0.5,0.06,0.01,0.02,40000.0,0.02,1000000.0,0.19999999999999996,0.11,-834999.61,nan,nan,1.0,52710.0
0.5,0.06,0.01,0.02,40000.0,0.025,1000000.0,0.19999999999999996,0.11,-1481160.48,nan,nan,1.0,78070.0
0.5,0.06,0.01,0.02,40000.0,0.03,1000000.0,0.19999999999999996,0.11,-1876922.51,nan,nan,1.0,96902.5
0.5,0.06,0.015,0.01,20000.0,0.01,1000000.0,0.6,0.115,1077066.39,0.03639090149534452,0.015942079069223736,0.75,1044942.5
0.5,0.06,0.015,0.01,20000.0,0.015,1000000.0,0.6,0.115,644802.27,0.004025662372304728,0.007785298071406821,0.93,817607.5
0.5,0.06,0.015,0.01,20000.0,0.02,1000000.0,0.6,0.115,488274.31,-0.010249724686862471,0.0034678822908178475,1.0,694923.75
0.5,0.06,0.015,0.01,20000.0,0.025,1000000.0,0.6,0.115,376017.73,-0.023093827546181167,-0.00220496580246754,1.0,530765.0
0.5,0.06,0.015,0.01,20000.0,0.03,1000000.0,0.6,0.115,275066.0,-0.03824537586364185,-0.010081706764273446,1.0,364741.25
0.5,0.06,0.015,0.015,30000.0,0.01,1000000.0,0.4,0.115,393152.84,-0.0008629327087653627,-0.0030524847993350646,0.99,500858.75
0.5,0.06,0.015,0.015,30000.0,0.015,1000000.0,0.4,0.115,279928.81,-0.017688156349262796,-0.011266785661642631,1.0,384671.25
0.5,0.06,0.015,0.015,30000.0,0.02,1000000.0,0.4,0.115,181659.85,-0.038697773941222424,-0.0245241015308848,1.0,252510.0
0.5,0.06,0.015,0.015,30000.0,0.025,1000000.0,0.4,0.115,78831.93,-0.07799747928359868,-0.06933893401080582,1.0,114283.75
0.5,0.06,0.015,0.015,30000.0,0.03,1000000.0,0.4,0.115,-177877.42,nan,nan,1.0,14045.0
0.5,0.06,0.015,0.02,40000.0,0.01,1000000.0,0.19999999999999996,0.115,86097.06,-0.0412664700342491,-0.08269479932899604,1.0,131562.5
0.5,0.06,0.015,0.02,40000.0,0.015,1000000.0,0.19999999999999996,0.115,-97333.9,nan,nan,1.0,7850.0
0.5,0.06,0.015,0.02,40000.0,0.02,1000000.0,0.19999999999999996,0.115,-832366.0,nan,nan,1.0,53117.49999999999
0.5,0.06,0.015,0.02,40000.0,0.025,1000000.0,0.19999999999999996,0.115,-1519386.71,nan,nan,1.0,83324.99999999999
0.5,0.06,0.015,0.02,40000.0,0.03,1000000.0,0.19999999999999996,0.115,-2275403.14,nan,nan,1.0,98852.5
0.5,0.06,0.02,0.01,20000.0,0.01,1000000.0,0.6,0.12000000000000001,750200.55,0.011831090775934028,0.010067336730134713,0.9,880292.5
0.5,0.06,0.02,0.01,20000.0,0.015,1000000.0,0.6,0.12000000000000001,612273.96,0.0010298469145946232,0.0062870200434852475,0.99,744052.5
0.5,0.06,0.02,0.01,20000.0,0.02,1000000.0,0.6,0.12000000000000001,489314.25,-0.010144431306791324,0.0027086237152789128,1.0,650857.5
0.5,0.06,0.02,0.01,20000.0,0.025,1000000.0,0.6,0.12000000000000001,385828.68,-0.021834901599040335,-0.0019148741123384827,1.0,534571.25
0.5,0.06,0.02,0.01,20000.0,0.03,1000000.0,0.6,0.12000000000000001,277294.91,-0.037857204168479375,-0.010235591429217261,1.0,356826.25
0.5,0.06,0.02,0.015,30000.0,0.01,1000000.0,0.4,0.12000000000000001,385654.04,-0.001824525973300184,-0.0021909072166633736,1.0,539254.375
0.5,0.06,0.02,0.015,30000.0,0.015,1000000.0,0.4,0.12000000000000001,284116.93,-0.016958491537307774,-0.011972297515022934,0.99,364850.625
0.5,0.06,0.02,0.015,30000.0,0.02,1000000.0,0.4,0.12000000000000001,176880.39,-0.03997844369101533,-0.025015852262995852,1.0,261385.625
0.5,0.06,0.02,0.015,30000.0,0.025,1000000.0,0.4,0.12000000000000001,72310.51,-0.08196958132490939,-0.07125710489830217,1.0,118190.625
0.5,0.06,0.02,0.015,30000.0,0.03,1000000.0,0.4,0.12000000000000001,-192441.4,nan,nan,1.0,13081.25
0.5,0.06,0.02,0.02,40000.0,0.01,1000000.0,0.19999999999999996,0.12000000000000001,82084.4,-0.04355162943815738,-0.0877604651211481,1.0,126642.5
0.5,0.06,0.02,0.02,40000.0,0.015,1000000.0,0.19999999999999996,0.12000000000000001,-88145.92,nan,nan,1.0,7842.5
0.5,0.06,0.02,0.02,40000.0,0.02,1000000.0,0.19999999999999996,0.12000000000000001,-859983.67,nan,nan,1.0,54255.0
0.5,0.06,0.02,0.02,40000.0,0.025,1000000.0,0.19999999999999996,0.12000000000000001,-1521004.67,nan,nan,1.0,73285.0
0.5,0.06,0.02,0.02,40000.0,0.03,1000000.0,0.19999999999999996,0.12000000000000001,-2223526.55,nan,nan,1.0,100570.0
0.5,0.06,0.025,0.01,20000.0,0.01,1000000.0,0.6,0.125,752710.65,0.012377628715280142,0.010697142823668182,0.9,929735.0
0.5,0.06,0.025,0.01,20000.0,0.015,1000000.0,0.6,0.125,611085.56,0.001083232485188601,0.006726089571963634,0.96,771622.5
0.5,0.06,0.025,0.01,20000.0,0.02,1000000.0,0.6,0.125,491533.29,-0.009920463641405308,0.0015488473797824476,1.0,590440.0
0.5,0.06,0.025,0.01,20000.0,0.025,1000000.0,0.6,0.125,361942.6,-0.02495553215186941,-0.004511069435854664,1.0,452658.75
0.5,0.06,0.025,0.01,20000.0,0.03,1000000.0,0.6,0.125,275483.42,-0.038172453997433076,-0.010962676897631418,1.0,331000.0
0.5,0.06,0.025,0.015,30000.0,0.01,1000000.0,0.4,0.125,400031.69,3.961100938365547e-06,-0.0027751513339684397,1.0,504003.125
0.5,0.06,0.025,0.015,30000.0,0.015,1000000.0,0.4,0.125,290703.36,-0.01583140385929882,-0.010118290318359424,1.0,401890.625
0.5,0.06,0.025,0.015,30000.0,0.02,1000000.0,0.4,0.125,177122.93,-0.03991266700808804,-0.027045459667369376,1.0,225448.75
0.5,0.06,0.025,0.015,30000.0,0.025,1000000.0,0.4,0.125,76009.52,-0.07967673676576636,-0.07124841809175686,1.0,103668.125
0.5,0.06,0.025,0.015,30000.0,0.03,1000000.0,0.4,0.125,-195333.52,nan,nan,1.0,13870.0
0.5,0.06,0.025,0.02,40000.0,0.01,1000000.0,0.19999999999999996,0.125,83502.97,-0.042731878797218736,-0.08816977717928953,1.0,112635.0
0.5,0.06,0.025,0.02,40000.0,0.015,1000000.0,0.19999999999999996,0.125,-84001.53,nan,nan,1.0,6895.0
0.5,0.06,0.025,0.02,40000.0,0.02,1000000.0,0.19999999999999996,0.125,-865094.22,nan,nan,1.0,52230.0
0.5,0.06,0.025,0.02,40000.0,0.025,1000000.0,0.19999999999999996,0.125,-1546165.72,nan,nan,1.0,75937.5
0.5,0.06,0.025,0.02,40000.0,0.03,1000000.0,0.19999999999999996,0.125,-2112625.94,nan,nan,1.0,99420.0
0.6,0.02,0.01,0.01,20000.0,0.01,1200000.0,0.6666666666666667,0.06999999999999999,2430314.79,0.06925079866395323,0.019979546885266375,0.22,1006823.25
0.6,0.02,0.01,0.01,20000.0,0.015,1200000.0,0.6666666666666667,0.06999999999999999,1646502.75,0.04550385031767279,0.014865147497614695,0.45,910609.5
0.6,0.02,0.01,0.01,20000.0,0.02,1200000.0,0.6666666666666667,0.06999999999999999,1273796.13,0.02937482225657928,0.011504902220709878,0.6,890346.75
0.6,0.02,0.01,0.01,20000.0,0.025,1200000.0,0.6666666666666667,0.06999999999999999,797325.96,0.0031999874986603505,0.005074940520662485,0.86,730950.0
0.6,0.02,0.01,0.01,20000.0,0.03,1200000.0,0.6666666666666667,0.06999999999999999,535132.02,-0.018722444703172303,-0.0010764904327532632,0.95,592281.0
0.6,0.02,0.01,0.015,30000.0,0.01,1200000.0,0.5,0.06999999999999999,1127741.0,0.037786429253256815,0.010689916204517758,0.51,818641.125
0.6,0.02,0.01,0.015,30000.0,0.015,1200000.0,0.5,0.06999999999999999,763875.95,0.016045962374740208,0.0047468443416407435,0.84,696269.25
0.6,0.02,0.01,0.015,30000.0,0.02,1200000.0,0.5,0.06999999999999999,431094.92,-0.016394195982521564,-0.005551532002740167,0.97,509830.875
0.6,0.02,0.01,0.015,30000.0,0.025,1200000.0,0.5,0.06999999999999999,288912.39,-0.03588076869413914,-0.013352779959424743,1.0,408819.375
0.6,0.02,0.01,0.015,30000.0,0.03,1200000.0,0.5,0.06999999999999999,157544.3,-0.06467493623486154,-0.032716009113045286,1.0,220087.125
0.6,0.02,0.01,0.02,40000.0,0.01,1200000.0,0.33333333333333337,0.06999999999999999,431280.45,0.005914295310170514,-0.006024613762710684,0.93,515056.5
0.6,0.02,0.01,0.02,40000.0,0.015,1200000.0,0.33333333333333337,0.06999999999999999,227615.64,-0.027796667426541855,-0.02609346761738851,1.0,295372.5
0.6,0.02,0.01,0.02,40000.0,0.02,1200000.0,0.33333333333333337,0.06999999999999999,97597.12,-0.0681009896078707,-0.07087807741102747,1.0,153166.5
0.6,0.02,0.01,0.02,40000.0,0.025,1200000.0,0.33333333333333337,0.06999999999999999,-174437.5,nan,nan,1.0,13243.5
0.6,0.02,0.01,0.02,40000.0,0.03,1200000.0,0.33333333333333337,0.06999999999999999,-971319.53,nan,nan,1.0,64633.5
0.6,0.02,0.01,0.025,50000.0,0.01,1200000.0,0.16666666666666663,0.06999999999999999,46637.57,-0.07020909026384803,-0.1938240032542775,1.0,68115.0
0.6,0.02,0.01,0.025,50000.0,0.015,1200000.0,0.16666666666666663,0.06999999999999999,-564371.25,nan,nan,1.0,34573.125
0.6,0.02,0.01,0.025,50000.0,0.02,1200000.0,0.16666666666666663,0.06999999999999999,-1377417.44,nan,nan,1.0,61695.0
0.6,0.02,0.01,0.025,50000.0,0.025,1200000.0,0.16666666666666663,0.06999999999999999,-2037602.35,nan,nan,1.0,77011.875
0.6,0.02,0.01,0.025,50000.0,0.03,1200000.0,0.16666666666666663,0.06999999999999999,-2430591.09,nan,nan,1.0,105650.625
0.6,0.02,0.015,0.01,20000.0,0.01,1200000.0,0.6666666666666667,0.075,1803348.64,0.050505950676426714,0.015567451589622028,0.39,900185.25
0.6,0.02,0.015,0.01,20000.0,0.015,1200000.0,0.6666666666666667,0.075,1461790.08,0.0375786908068958,0.01311716891694803,0.52,885876.75
0.6,0.02,0.015,0.01,20000.0,0.02,1200000.0,0.6666666666666667,0.075,1240534.73,0.02895921903622134,0.011246367356644527,0.67,860745.0
0.6,0.02,0.015,0.01,20000.0,0.025,1200000.0,0.6666666666666667,0.075,679043.92,-0.007981570511776392,0.0031914791025071665,0.9,740804.25
0.6,0.02,0.015,0.01,20000.0,0.03,1200000.0,0.6666666666666667,0.075,581422.62,-0.012566278093873007,6.27342026031652e-05,0.97,587756.25
0.6,0.02,0.015,0.015,30000.0,0.01,1200000.0,0.5,0.075,905250.86,0.023264802340706048,0.006959648953727138,0.64,752259.375
0.6,0.02,0.015,0.015,30000.0,0.015,1200000.0,0.5,0.075,655596.95,0.006259307468773345,0.0017412981202207245,0.9,629498.25
0.6,0.02,0.015,0.015,30000.0,0.02,1200000.0,0.5,0.075,427077.82,-0.01682955033373079,-0.005826976192696343,0.98,509234.625
0.6,0.02,0.015,0.015,30000.0,0.025,1200000.0,0.5,0.075,280889.5,-0.037237396360499275,-0.016498918708318988,1.0,334951.875
0.6,0.02,0.015,0.015,30000.0,0.03,1200000.0,0.5,0.075,151063.48,-0.0666373632571563,-0.03451169626702322,1.0,202876.875
0.6,0.02,0.015,0.02,40000.0,0.01,1200000.0,0.33333333333333337,0.075,363323.25,-0.004797037946360105,-0.011753297246683503,0.96,430200.0
0.6,0.02,0.015,0.02,40000.0,0.015,1200000.0,0.33333333333333337,0.075,226475.33,-0.028040776294530168,-0.02715771959546498,1.0,285576.0
0.6,0.02,0.015,0.02,40000.0,0.02,1200000.0,0.33333333333333337,0.075,98170.83,-0.06782785007730574,-0.07413636316574479,1.0,128820.0
0.6,0.02,0.015,0.02,40000.0,0.025,1200000.0,0.33333333333333337,0.075,-187822.57,nan,nan,1.0,13149.0
0.6,0.02,0.015,0.02,40000.0,0.03,1200000.0,0.33333333333333337,0.075,-1115293.86,nan,nan,1.0,54865.5
0.6,0.02,0.015,0.025,50000.0,0.01,1200000.0,0.16666666666666663,0.075,45251.21,-0.0716109487790384,-0.20491382995787644,1.0,62677.5
0.6,0.02,0.015,0.025,50000.0,0.015,1200000.0,0.16666666666666663,0.075,-556269.6,nan,nan,1.0,32328.749999999996
0.6,0.02,0.015,0.025,50000.0,0.02,1200000.0,0.16666666666666663,0.075,-1274866.16,nan,nan,1.0,63661.87499999999
0.6,0.02,0.015,0.025,50000.0,0.025,1200000.0,0.16666666666666663,0.075,-2060413.33,nan,nan,1.0,76020.0
0.6,0.02,0.015,0.025,50000.0,0.03,1200000.0,0.16666666666666663,0.075,-2388928.75,nan,nan,1.0,88704.375
0.6,0.02,0.02,0.01,20000.0,0.01,1200000.0,0.6666666666666667,0.08,1682375.2,0.045718041157951195,0.015201469789073663,0.42,954320.25
0.6,0.02,0.02,0.01,20000.0,0.015,1200000.0,0.6666666666666667,0.08,1529449.9,0.040806806255822003,0.013074708378129962,0.59,824554.5
0.6,0.02,0.02,0.01,20000.0,0.02,1200000.0,0.6666666666666667,0.08,1176517.39,0.025979355248122893,0.010091219104134463,0.72,793887.0
0.6,0.02,0.02,0.01,20000.0,0.025,1200000.0,0.6666666666666667,0.08,808891.34,0.003937340965485037,0.005302797238489365,0.82,731244.75
0.6,0.02,0.02,0.01,20000.0,0.03,1200000.0,0.6666666666666667,0.08,491674.57,-0.023760997930148298,-0.002886209796655992,0.98,547253.25
0.6,0.02,0.02,0.015,30000.0,0.01,1200000.0,0.5,0.08,966393.22,0.027850647501486137,0.007899225808740473,0.66,747924.75
0.6,0.02,0.02,0.015,30000.0,0.015,1200000.0,0.5,0.08,592502.5,-0.00018881162334472013,0.0008536333942423813,0.91,657650.25
0.6,0.02,0.02,0.015,30000.0,0.02,1200000.0,0.5,0.08,419093.68,-0.017781763951534857,-0.0068589899748973115,0.99,472838.625
0.6,0.02,0.02,0.015,30000.0,0.025,1200000.0,0.5,0.08,268560.8,-0.0393956066219916,-0.016990671534436785,1.0,339856.875
0.6,0.02,0.02,0.015,30000.0,0.03,1200000.0,0.5,0.08,154327.44,-0.0656392317408262,-0.03452991519881776,1.0,198088.875
0.6,0.02,0.02,0.02,40000.0,0.01,1200000.0,0.33333333333333337,0.08,369014.35,-0.0039393026717085,-0.01062975604740568,0.95,460077.0
0.6,0.02,0.02,0.02,40000.0,0.015,1200000.0,0.33333333333333337,0.08,220045.34,-0.029439507025368683,-0.030883839019599457,1.0,237493.5
0.6,0.02,0.02,0.02,40000.0,0.02,1200000.0,0.33333333333333337,0.08,98197.63,-0.06781512787932642,-0.07616065933050431,1.0,120253.5
0.6,0.02,0.02,0.02,40000.0,0.025,1200000.0,0.33333333333333337,0.08,-168421.51,nan,nan,1.0,11562.000000000002
0.6,0.02,0.02,0.02,40000.0,0.03,1200000.0,0.33333333333333337,0.08,-988152.48,nan,nan,1.0,56715.0
0.6,0.02,0.02,0.025,50000.0,0.01,1200000.0,0.16666666666666663,0.08,46303.18,-0.07054355948074831,-0.19210054674053112,1.0,67336.875
0.6,0.02,0.02,0.025,50000.0,0.015,1200000.0,0.16666666666666663,0.08,-536438.49,nan,nan,1.0,31055.625
0.6,0.02,0.02,0.025,50000.0,0.02,1200000.0,0.16666666666666663,0.08,-1430816.92,nan,nan,1.0,54033.75
0.6,0.02,0.02,0.025,50000.0,0.025,1200000.0,0.16666666666666663,0.08,-1834615.2,nan,nan,1.0,79171.875
0.6,0.02,0.02,0.025,50000.0,0.03,1200000.0,0.16666666666666663,0.08,-2676183.85,nan,nan,1.0,86281.875
0.6,0.02,0.025,0.01,20000.0,0.01,1200000.0,0.6666666666666667,0.08499999999999999,1872312.37,0.05274440355925725,0.015967118974666183,0.4,894414.75
0.6,0.02,0.025,0.01,20000.0,0.015,1200000.0,0.6666666666666667,0.08499999999999999,1176933.8,0.02360816484729167,0.010557152790681812,0.61,883584.75
0.6,0.02,0.025,0.01,20000.0,0.02,1200000.0,0.6666666666666667,0.08499999999999999,992653.39,0.014584367614951077,0.008174221922313762,0.8,817864.5
0.6,0.02,0.025,0.01,20000.0,0.025,1200000.0,0.6666666666666667,0.08499999999999999,733144.76,-0.0017323216383853257,0.0026509009753457047,0.93,618383.25
0.6,0.02,0.025,0.01,20000.0,0.03,1200000.0,0.6666666666666667,0.08499999999999999,471376.67,-0.02610103374410544,-0.004289141604944313,1.0,494682.0
0.6,0.02,0.025,0.015,30000.0,0.01,1200000.0,0.5,0.08499999999999999,1033582.82,0.033512205892985536,0.009240548756706435,0.65,766498.5
0.6,0.02,0.025,0.015,30000.0,0.015,1200000.0,0.5,0.08499999999999999,586842.83,-0.0003300138409884079,-2.6820518860604103e-05,0.92,609966.0
0.6,0.02,0.025,0.015,30000.0,0.02,1200000.0,0.5,0.08499999999999999,416555.23,-0.018080087907930587,-0.008530971629602924,0.99,411882.75
0.6,0.02,0.025,0.015,30000.0,0.025,1200000.0,0.5,0.08499999999999999,281217.61,-0.0371811968768323,-0.01800210906609867,1.0,297240.75
0.6,0.02,0.025,0.015,30000.0,0.03,1200000.0,0.5,0.08499999999999999,144548.07,-0.06869260309866732,-0.03831189857396322,1.0,168824.25
0.6,0.02,0.025,0.02,40000.0,0.01,1200000.0,0.33333333333333337,0.08499999999999999,360691.85,-0.004724494806206181,-0.012203578624252698,0.98,418410.0
0.6,0.02,0.025,0.02,40000.0,0.015,1200000.0,0.33333333333333337,0.08499999999999999,229436.36,-0.027409299678946786,-0.028360767397667352,1.0,264099.0
0.6,0.02,0.025,0.02,40000.0,0.02,1200000.0,0.33333333333333337,0.08499999999999999,99492.1,-0.06720452571831803,-0.07623027174573183,1.0,110179.5
0.6,0.02,0.025,0.02,40000.0,0.025,1200000.0,0.33333333333333337,0.08499999999999999,-194774.45,nan,nan,1.0,11388.000000000002
0.6,0.02,0.025,0.02,40000.0,0.03,1200000.0,0.33333333333333337,0.08499999999999999,-1238835.46,nan,nan,1.0,56898.0
0.6,0.02,0.025,0.025,50000.0,0.01,1200000.0,0.16666666666666663,0.08499999999999999,45027.59,-0.07184088213466855,-0.20319306872031062,1.0,62278.125
0.6,0.02,0.025,0.025,50000.0,0.015,1200000.0,0.16666666666666663,0.08499999999999999,-570280.46,nan,nan,1.0,29932.499999999996
0.6,0.02,0.025,0.025,50000.0,0.02,1200000.0,0.16666666666666663,0.08499999999999999,-1278257.75,nan,nan,1.0,54800.625
0.6,0.02,0.025,0.025,50000.0,0.025,1200000.0,0.16666666666666663,0.08499999999999999,-2095608.67,nan,nan,1.0,71956.875
0.6,0.02,0.025,0.025,50000.0,0.03,1200000.0,0.16666666666666663,0.08499999999999999,-2440469.64,nan,nan,1.0,86844.375
0.6,0.03,0.01,0.01,20000.0,0.01,1200000.0,0.6666666666666667,0.08,2025295.05,0.05744763689996368,0.018353907372006484,0.33,1093645.0000000002
0.6,0.03,0.01,0.01,20000.0,0.015,1200000.0,0.6666666666666667,0.08,1377085.38,0.034245247636744525,0.01339392621075075,0.63,995168.125
0.6,0.03,0.01,0.01,20000.0,0.02,1200000.0,0.6666666666666667,0.08,942942.54,0.011063609438959565,0.008422341018958779,0.79,892412.5
0.6,0.03,0.01,0.01,20000.0,0.025,1200000.0,0.6666666666666667,0.08,772676.66,0.0007554209461828609,0.006562728151836117,0.88,877662.625
0.6,0.03,0.01,0.01,20000.0,0.03,1200000.0,0.6666666666666667,0.08,465526.41,-0.026708978985532927,-0.002465323320634427,1.0,599623.5
0.6,0.03,0.01,0.015,30000.0,0.01,1200000.0,0.5,0.08,868561.66,0.021572755126272103,0.007607130771338566,0.74,826170.1875
0.6,0.03,0.01,0.015,30000.0,0.015,1200000.0,0.5,0.08,593237.05,-0.00023320509833468783,0.0018535909563153208,0.93,715725.9375
0.6,0.03,0.01,0.015,30000.0,0.02,1200000.0,0.5,0.08,415991.81,-0.017728878508655566,-0.004366151621289616,0.99,587140.3125
0.6,0.03,0.01,0.015,30000.0,0.025,1200000.0,0.5,0.08,277633.92,-0.037798424372670114,-0.01484863923999269,1.0,385598.0625
0.6,0.03,0.01,0.015,30000.0,0.03,1200000.0,0.5,0.08,151481.34,-0.06650844282344082,-0.034709209748719605,1.0,203151.375
0.6,0.03,0.01,0.02,40000.0,0.01,1200000.0,0.33333333333333337,0.08,353171.74,-0.0062061663422126045,-0.009655144251443759,1.0,514365.25
