loan_type,house_value,loan_duration,annuity_duration,loan_amount,reinvest_fraction,mean_reinvestment,std_reinvestment,p10_reinvestment,p25_reinvestment,p50_reinvestment,p75_reinvestment,p90_reinvestment,mean_deficit,total_holiday_quarters,pct_quarters_holiday,mean_funder_earned,mean_funder_profit_share,mean_net_position,mean_cagr,xirr,prob_insurance_payout,mean_insurance_payout_npv,simulation_time_sec
Principal+Interest,1000000,20,25,800000.0,0.53125,-2988693.7858915916,2030201.7480691546,-5798331.735506105,-4442162.503385654,-2742731.921521408,-1481026.852413164,-384409.18027231004,620791.222778125,7861856.0,0.982732,0.0,75.22439893075557,75.22439893075557,nan,,0.99778,2191171.471889768,1.132802963256836
Interest Only,1000000,20,30,800000.0,0.4375,710367.0627665466,465355.70974853006,403096.23679495923,462717.19523602945,540246.1428897617,762781.3985698696,1234010.6021552482,148964.08241875,289888.0,0.036236,0.0,63412.373868775845,63412.373868775845,0.04046495529519789,,0.4021,47298.486965814394,1.1134562492370605
Principal+Interest,1000000,20,30,800000.0,0.4375,-5482927.867509832,2163601.943855259,-8065424.259267195,-6919562.941603717,-5590211.567892884,-4049928.2731984886,-2531075.0381328384,516264.859234375,7991811.0,0.998976375,0.0,0.0,0.0,nan,,0.99998,3447826.6113292635,1.1288440227508545
Interest Only,1000000,25,25,800000.0,0.53125,1199974.1512205973,1109549.8302879133,516357.8917825887,603164.1857577651,746349.5681282984,1362450.4631782093,2430359.6744258823,154910.576415625,215367.0,0.0215367,0.0,250673.61506107432,250673.61506107432,0.050332785035303695,,0.31613,41107.124007721606,1.399893045425415
Principal+Interest,1000000,25,25,800000.0,0.53125,-4887263.876948428,4286340.895370422,-11065324.060112631,-7287590.271404525,-4288562.139415326,-1380845.6244365892,95316.77985638907,760793.0354281248,9466337.0,0.9466337,0.0,827.7039059155733,827.7039059155733,nan,,0.9918,2832667.917539398,1.5691578388214111
Interest Only,1000000,25,30,800000.0,0.4375,812669.5150147569,764729.2920700496,389784.3049572872,445741.8484001297,525914.3937187403,832275.7254761475,1598282.7577233326,173779.614134375,296700.0,0.02967,0.0,118124.53157899748,118124.53157899748,0.03989962621062548,,0.45168,54770.45635210291,1.4167890548706055
Principal+Interest,1000000,25,30,800000.0,0.4375,-10420151.702717347,5323021.008134753,-17399797.600996282,-14299250.97822476,-10376663.528075539,-6320500.540765987,-3478563.9755765363,643813.97715,9939108.0,0.9939108,0.0,10.667852743124543,10.667852743124543,nan,,0.99972,5320748.903552589,1.4656341075897217
Interest Only,1000000,30,30,800000.0,0.4375,976300.4764856456,1245454.215150808,379404.27318494965,432339.37360926054,513775.0784802708,920227.5371498906,2146533.078633562,214845.854471875,328016.0,0.027334666666666667,0.0,203859.81399122326,203859.81399122326,0.041347707090456876,,0.50662,64034.5214959418,1.6741828918457031
Principal+Interest,1000000,30,30,800000.0,0.4375,-20140127.937301025,12921066.697931714,-38261886.28985849,-29212892.159903403,-18358514.829671394,-10355448.195751509,-3637785.2456357754,767998.325,11786933.0,0.9822444166666666,0.0,79.08047438348187,79.08047438348187,nan,,0.99884,8506954.872402953,1.6384398937225342
Interest Only,1100000,10,10,880000.0,0.8125,1364917.3667372756,398798.7733789522,950337.5670006893,1122384.5686845374,1289792.2899023902,1526253.6071178613,1863525.7923693657,302190.6740978125,950042.0,0.2375105,0.0,157058.39841269466,157058.39841269466,0.07847521679706748,0.01940979888724786,0.28791,54477.226816516915,0.5829160213470459
Principal+Interest,1100000,10,10,880000.0,0.8125,-130986.79741628378,488319.4731035794,-771469.1516076867,-479730.9000030396,-105467.38328488532,184528.0141062959,467932.8343055761,522882.2722096875,3959101.0,0.98977525,0.0,311.84528403959865,311.84528403959865,nan,,0.99372,1009745.7452108214,0.5976467132568359
Interest Only,1100000,10,15,880000.0,0.71875,1188614.0439953955,344269.06680732785,831122.5907278344,980170.0397838234,1125105.6887373114,1326151.510606349,1617615.982267624,270891.5052146875,950800.0,0.2377,0.0,104447.0393166749,104447.0393166749,0.07412753838406005,0.018334951694220124,0.30263,51652.97213603289,0.5895819664001465
Principal+Interest,1100000,10,15,880000.0,0.71875,-458872.6296252128,482708.4344014063,-1056458.2391781737,-800377.844444283,-481434.56129668455,-110480.45941732141,161535.9376514178,464280.34373875,3988711.0,0.99717775,0.0,12.879789918823676,12.879789918823676,nan,,0.99873,1146512.402555047,0.5742106437683105
Interest Only,1100000,10,20,880000.0,0.625,1012390.3572607453,289785.6399476078,711764.3173228855,837106.6247488668,960546.7264572828,1126082.519512949,1371017.530858074,239665.8896259375,951737.0,0.23793425,0.0,60188.41951539728,60188.41951539728,0.06907125133011638,0.01707831829969779,0.32218,49085.29424768204,0.5619561672210693
Principal+Interest,1100000,10,20,880000.0,0.625,-844476.1999704812,483881.3154662849,-1411432.1738684191,-1129085.2707417263,-851969.8396663889,-548100.4870156276,-228020.63667012908,404462.2030109375,3998711.0,0.99967775,0.0,0.0,0.0,nan,,0.99994,1325655.0881798728,0.5757458209991455
Interest Only,1100000,10,25,880000.0,0.53125,836337.6728314261,235377.42314183607,591927.1410216778,694750.5557203323,797772.0364285286,926694.80551552,1124555.3951226042,208591.788343125,953207.0,0.23830175,0.0,27386.05331907994,27386.05331907994,0.06330859264621358,0.015635560031005174,0.35091,46940.89488938505,0.559237003326416
Principal+Interest,1100000,10,25,880000.0,0.53125,-1341202.0240493154,539983.9682716135,-2058349.4806033086,-1649433.728637142,-1271097.1667168795,-981806.4567869313,-731815.6499082601,344280.0528475,3999840.0,0.99996,0.0,0.0,0.0,nan,,1.0,1586549.9933811107,0.5593280792236328
Interest Only,1100000,10,30,880000.0,0.4375,660643.5377583976,181195.87502040362,472470.91698577366,551854.9007555818,635378.202295738,728486.3506398725,879010.0394071939,177817.2281428125,955663.0,0.23891575,0.0,8126.788980150683,8126.788980150683,0.05677280004314067,0.013982495976574017,0.39483,45558.430670347814,0.5533220767974854
Principal+Interest,1100000,10,30,880000.0,0.4375,-1990661.8994827103,589385.6508316105,-2766874.4901229274,-2354760.3662998793,-1940935.9893869585,-1571563.755233928,-1276648.1716355206,284060.6818775,3999980.0,0.999995,0.0,0.0,0.0,nan,,1.0,1959971.1902547816,0.5686721801757812
Interest Only,1100000,15,15,880000.0,0.71875,1404218.1150343488,633477.7168419133,875470.7746941037,1017873.0468830635,1199358.9840187505,1594110.4445148401,2195160.017357886,219027.6072084375,381383.0,0.06356383333333333,0.0,224770.40061736107,224770.40061736107,0.06510028161483539,,0.23559,42492.840850689994,0.8500559329986572
Principal+Interest,1100000,15,15,880000.0,0.71875,-446344.75725363335,856239.8576542124,-1635628.2211456557,-931124.4363921549,-376625.6412843635,160572.89360552136,582143.1735080308,680700.57958375,5704449.0,0.9507415,0.0,1336.3166515274636,1336.3166515274636,nan,,0.98257,1116676.4350878356,0.8574159145355225
Interest Only,1100000,15,20,880000.0,0.625,1171858.3778593305,524862.6907610883,738259.3796974644,856447.0758431505,1000700.80179479,1319691.471559792,1820349.2389963074,198282.0786203125,388886.0,0.06481433333333333,0.0,144539.43292194873,144539.43292194873,0.0599083107113525,,0.26367,42553.35554667982,1.0359680652618408
Principal+Interest,1100000,15,20,880000.0,0.625,-1125948.4704780772,966684.3175641989,-2446813.4077994195,-1819418.9138554805,-1025467.6588892463,-427113.27862384997,95765.58271064382,602437.4922190625,5906593.0,0.9844321666666667,0.0,116.52427687154506,116.52427687154506,nan,,0.99629,1441853.441882924,0.8786869049072266
Interest Only,1100000,15,25,880000.0,0.53125,940956.1186809293,416144.84752785484,601282.9923340416,695680.1977729385,805604.9181116621,1046276.4281333719,1448276.1947936655,178610.8967809375,401103.0,0.0668505,0.0,78138.02476852998,78138.02476852998,0.05332448427095171,,0.30691,43678.728765201195,0.8611447811126709
Principal+Interest,1100000,15,25,880000.0,0.53125,-2050972.4465317288,1009277.2753798002,-3280004.0055983514,-2749465.6777370237,-2099181.8466825346,-1348730.3856414687,-693986.087652949,516002.8904078125,5987324.0,0.9978873333333333,0.0,1.0280968432421633,1.0280968432421633,nan,,0.99979,1919588.7289541906,0.8327391147613525
Interest Only,1100000,15,30,880000.0,0.4375,712485.618708175,307443.99384056206,466335.57632313896,536593.3843563366,616223.663164058,777276.051689567,1076702.2466425917,160788.4733846875,421489.0,0.07024816666666667,0.0,31129.807707713142,31129.807707713142,0.04486258357129391,,0.37603,46853.602577232705,0.8282740116119385
Principal+Interest,1100000,15,30,880000.0,0.4375,-3300741.119746895,1085770.2450729639,-4697883.001876386,-3884930.6489045764,-3210371.8515396565,-2622371.4361327346,-2049047.2813241791,426083.3531625,5999767.0,0.9999611666666667,0.0,0.0,0.0,nan,,1.0,2601085.258805514,0.831528902053833
Interest Only,1100000,20,20,880000.0,0.625,1401953.392120814,928449.8548627879,724814.0254225048,849149.4703188606,1050366.5672378277,1627068.6866697217,2524534.2651575403,169349.193399375,208776.0,0.026097,0.0,268682.8009437922,268682.8009437922,0.05712406582780716,,0.24249,38772.411543500384,1.110274076461792
Principal+Interest,1100000,20,20,880000.0,0.625,-1506845.8656154554,1788757.0634515765,-4023021.9679026245,-2522275.6796309827,-1208180.4816452074,-64991.19583920399,492461.7294460246,779285.462223125,7427107.0,0.928388375,0.0,1614.4745759410512,1614.4745759410512,nan,,0.98221,1543973.245862041,1.1084399223327637
Interest Only,1100000,20,25,880000.0,0.53125,1087173.6459974404,720399.521804091,582157.7742304874,677062.6408862349,810311.0825955025,1229640.4833318358,1940059.9711375898,163780.6200146875,238349.0,0.029793625,0.0,156244.7480788036,156244.7480788036,0.05012690032417422,,0.30249,43328.42678370355,1.107048749923706
Principal+Interest,1100000,20,25,880000.0,0.53125,-3287563.164480771,2233221.9228760893,-6378164.90905672,-4886378.753724221,-3017005.11367355,-1629129.5376544818,-422850.09829954244,682870.3450559375,7861856.0,0.982732,0.0,82.746838823831,82.746838823831,nan,,0.99778,2410288.6190787116,1.1126210689544678
Interest Only,1100000,20,30,880000.0,0.4375,781403.7690432217,511891.2807233849,443405.86047445505,508988.9147596315,594270.757178738,839059.5384268566,1357411.6623707737,163860.490660625,289888.0,0.036236,0.0,69753.61125565293,69753.61125565293,0.04046495529519922,,0.4021,52028.3356623953,1.1118769645690918
Principal+Interest,1100000,20,30,880000.0,0.4375,-6031220.654260923,2379962.138240777,-8871966.685193913,-7611519.235764084,-6149232.724682173,-4454921.10051834,-2784182.5419461215,567891.3451578125,7991811.0,0.998976375,0.0,0.0,0.0,nan,,0.99998,3792609.2724622036,1.1197309494018555
Interest Only,1100000,25,25,880000.0,0.53125,1319971.5663426463,1220504.81331671,567993.6809608465,663480.6043335411,820984.524941127,1498695.5094960257,2673395.641868472,170401.6340571875,215367.0,0.0215367,0.0,275740.9765671845,275740.9765671845,0.05033278503530347,,0.31613,45217.836408493626,1.394927978515625
Principal+Interest,1100000,25,25,880000.0,0.53125,-5375990.264643355,4714974.984907422,-12171856.466123912,-8016349.2985449815,-4717418.353356861,-1518930.1868802481,104848.45784202486,836872.3389709375,9466337.0,0.9466337,0.0,910.4742965071263,910.4742965071263,nan,,0.9918,3115934.709293352,1.3794949054718018
Interest Only,1100000,25,30,880000.0,0.4375,893936.4665162486,841202.2212770607,428762.73545301275,490316.0332401416,578505.8330906127,915503.2980237582,1758111.0334956655,191157.5755478125,296700.0,0.02967,0.0,129936.98473689784,129936.98473689784,0.03989962621062615,,0.45168,60247.50198731314,1.3769161701202393
Principal+Interest,1100000,25,30,880000.0,0.4375,-11462166.872989252,5855323.108948221,-19139777.36109588,-15729176.076047255,-11414329.880883096,-6952550.594842584,-3826420.3731342033,708195.374865,9939108.0,0.9939108,0.0,11.734638017437033,11.734638017437033,nan,,0.99972,5852823.793907977,1.3843472003936768
Interest Only,1100000,30,30,880000.0,0.4375,1073930.5241342094,1369999.636665896,417344.70050344506,475573.3109701871,565152.5863282979,1012250.2908648832,2361186.3864969234,236330.4399190625,328016.0,0.027334666666666667,0.0,224245.79539034856,224245.79539034856,0.041347707090456876,,0.50662,70437.97364553512,1.67889404296875
Principal+Interest,1100000,30,30,880000.0,0.4375,-22154140.73103114,14213173.367724832,-42088074.918844335,-32134181.375893727,-20194366.312638544,-11390993.01532669,-4001563.7701993515,844798.1575,11786933.0,0.9822444166666666,0.0,86.9885218218299,86.9885218218299,nan,,0.99884,9357650.359643264,1.6434917449951172
Interest Only,1200000,10,10,960000.0,0.8125,1489000.7637134052,435053.20732249366,1036731.8912734794,1224419.529474041,1407046.134438971,1665003.9350376674,2032937.2280393096,329662.55356125,950042.0,0.2375105,0.0,171336.43463202997,171336.43463202997,0.07847521679706837,0.019409798887248073,0.28791,59429.701981654645,0.5632562637329102
Principal+Interest,1200000,10,10,960000.0,0.8125,-142894.68809049358,532712.1524766358,-841602.710844749,-523342.8000033152,-115055.32721987576,201303.28811595862,510472.18287881126,570417.02422875,3959101.0,0.98977525,0.0,340.19485531592557,340.19485531592557,nan,,0.99372,1101540.812957267,0.5570480823516846
Interest Only,1200000,10,15,960000.0,0.71875,1296669.8661767864,375566.25469890214,906679.1898849101,1069276.4070368982,1227388.0240770667,1446710.7388432894,1764671.9806555868,295518.00568875,950800.0,0.2377,0.0,113942.22470910009,113942.22470910009,0.07412753838405961,0.018334951694220024,0.30263,56348.696875673166,0.6376328468322754
Principal+Interest,1200000,10,15,960000.0,0.71875,-500588.32322750846,526591.0193469907,-1152499.8972852812,-873139.4666664901,-525201.3395963833,-120524.13754616897,176221.0228924557,506487.647715,3988711.0,0.99717775,0.0,14.050679911443991,14.050679911443991,nan,,0.99873,1250740.8027873382,0.5660347938537598
Interest Only,1200000,10,20,960000.0,0.625,1104425.8442844492,316129.78903375287,776470.1643522386,913207.2269987637,1047869.1561352166,1228453.6576504903,1495655.4882088073,261453.69777375,951737.0,0.23793425,0.0,65660.09401679691,65660.09401679691,0.06907125133011638,0.01707831829969793,0.32218,53547.59372474441,0.5547897815704346
Principal+Interest,1200000,10,20,960000.0,0.625,-921246.7636041705,527870.5259632218,-1539744.1896746398,-1231729.3862637011,-929421.6432724252,-597927.8040170488,-248749.78545832215,441231.49419375,3998711.0,0.99967775,0.0,0.0,0.0,nan,,0.99994,1446169.1871053125,0.5618607997894287
Interest Only,1200000,10,25,960000.0,0.53125,912368.3703615385,256775.37070018644,645738.6992963757,757909.6971494532,870296.76701294,1010939.7878351127,1226787.7037701132,227554.6781925,953207.0,0.23830175,0.0,29875.694529905057,29875.694529905057,0.06330859264621158,0.015635560031004678,0.35091,51208.24897023813,0.5664658546447754
Principal+Interest,1200000,10,25,960000.0,0.53125,-1463129.4807810388,589073.4199326645,-2245472.160658157,-1799382.2494223372,-1386651.4546002317,-1071061.5892221075,-798344.3453544653,375578.23947,3999840.0,0.99996,0.0,0.0,0.0,nan,,1.0,1730781.8109611967,0.5650050640106201
Interest Only,1200000,10,30,960000.0,0.4375,720702.0411909743,197668.22729498602,515422.81852993503,602023.5280969986,693139.8570498961,794712.3825162244,958920.0429896658,193982.43070125,955663.0,0.23891575,0.0,8865.58797834611,8865.58797834611,0.056772800043140004,0.013982495976573674,0.39483,49700.1061858341,0.5533301830291748
Principal+Interest,1200000,10,30,960000.0,0.4375,-2171631.163072048,642966.164543579,-3018408.534679557,-2568829.4905089606,-2117384.7156948643,-1714433.187527923,-1392707.0963296585,309884.38022999995,3999980.0,0.999995,0.0,0.0,0.0,nan,,1.0,2138150.3893688507,0.5703928470611572
Interest Only,1200000,15,15,960000.0,0.71875,1531874.307310178,691066.6001911771,955059.0269390234,1110406.9602360697,1308391.6189295463,1739029.5758343735,2394720.018935881,238939.20786375,381383.0,0.06356383333333333,0.0,245204.07340075992,245204.07340075992,0.06510028161483472,,0.23559,46355.826382570755,0.831294059753418
Principal+Interest,1200000,15,15,960000.0,0.71875,-486921.5533675982,934079.8447136874,-1784321.6957952627,-1015772.1124278042,-410864.3359465782,175170.42938784222,635065.2801905788,742582.450455,5704449.0,0.9507415,0.0,1457.7999834845075,1457.7999834845075,nan,,0.98257,1218192.4746413159,0.8263707160949707
Interest Only,1200000,15,20,960000.0,0.625,1278390.9576647598,572577.4808302763,805373.8687608704,934305.900919801,1091673.6019579526,1439663.4235197732,1985835.5334505173,216307.72213125,388886.0,0.06481433333333333,0.0,157679.38136939975,157679.38136939975,0.05990831071135427,,0.26367,46421.84241455991,0.8290150165557861
Principal+Interest,1200000,15,20,960000.0,0.625,-1228307.422339707,1054564.710070032,-2669250.990326639,-1984820.6332968874,-1118691.991515542,-465941.7584987423,104471.54477524874,657204.53696625,5906593.0,0.9844321666666667,0.0,127.11739295077713,127.11739295077713,nan,,0.99629,1572931.0275086206,0.8319091796875
Interest Only,1200000,15,25,960000.0,0.53125,1026497.5840155525,453976.1973031213,655945.0825462271,758923.8521159316,878841.728849086,1141392.4670545869,1579937.667047634,194848.25103375,401103.0,0.0668505,0.0,85241.48156566844,85241.48156566844,0.05332448427095127,,0.30691,47649.52228931031,0.8311679363250732
Principal+Interest,1200000,15,25,960000.0,0.53125,-2237424.4871254987,1101029.7549597886,-3578186.1879254743,-2999417.102985843,-2290016.560017309,-1471342.238881598,-757075.731985034,562912.24408125,5987324.0,0.9978873333333333,0.0,1.1215601926278405,1.1215601926278405,nan,,0.99979,2094096.7952227346,0.8396830558776855
Interest Only,1200000,15,30,960000.0,0.4375,777257.038590741,335393.44782606873,508729.7196252423,585374.6011160035,672243.9961789729,847937.510934073,1174584.269064645,175405.60732875,421489.0,0.07024816666666667,0.0,33959.79022659646,33959.79022659646,0.044862583571294135,,0.37603,51113.02099334493,0.8474571704864502
Principal+Interest,1200000,15,30,960000.0,0.4375,-3600808.49426933,1184476.6309886952,-5124963.274774242,-4238106.162441356,-3502223.8380432623,-2860768.839417528,-2235324.3068991024,464818.2034499999,5999767.0,0.9999611666666667,0.0,0.0,0.0,nan,,1.0,2837547.5550605305,0.8375961780548096
Interest Only,1200000,20,20,960000.0,0.625,1529403.7004954368,1012854.3871230489,790706.209551823,926344.876711483,1145854.4369867207,1774984.0218215126,2754037.3801718573,184744.5746175,208776.0,0.026097,0.0,293108.51012049924,293108.51012049924,0.05712406582780738,,0.24249,42297.17622927353,1.110347032546997
Principal+Interest,1200000,20,20,960000.0,0.625,-1643831.8533986765,1951371.341947183,-4388751.237711955,-2751573.468688345,-1318015.070885679,-70899.48637004115,537230.9775774811,850129.5951525,7427107.0,0.928388375,0.0,1761.2449919356982,1761.2449919356982,nan,,0.98221,1684334.4500312973,1.1212012767791748
Interest Only,1200000,20,25,960000.0,0.53125,1186007.613815392,785890.3874226416,635081.2082514403,738613.7900577107,883975.7264678197,1341425.9818165484,2116429.059422822,178669.76728875,238349.0,0.029793625,0.0,170448.81608596665,170448.81608596665,0.05012690032417444,,0.30249,47267.37467313113,1.105679988861084
Principal+Interest,1200000,20,25,960000.0,0.53125,-3586432.54306993,2436242.097683003,-6957998.082607331,-5330595.00406278,-3291278.3058256833,-1777232.2228957992,-461291.01632677205,744949.46733375,7861856.0,0.982732,0.0,90.26927871690644,90.26927871690644,nan,,0.99778,2629405.7662676577,1.1047589778900146
Interest Only,1200000,20,30,960000.0,0.4375,852440.4753198796,558426.8516982355,483715.4841539507,555260.6342832352,648295.3714677151,915337.6782838433,1480812.7225862981,178756.8989025,289888.0,0.036236,0.0,76094.84864253044,76094.84864253044,0.04046495529519922,,0.4021,56758.18435897617,1.1036341190338135
Principal+Interest,1200000,20,30,960000.0,0.4375,-6579513.441011875,2596322.332626301,-9678509.111120632,-8303475.529924456,-6708253.881471463,-4859913.927838186,-3037290.045759408,619517.8310812499,7991811.0,0.998976375,0.0,0.0,0.0,nan,,0.99998,4137391.9335951367,1.1147592067718506
Interest Only,1200000,25,25,960000.0,0.53125,1439968.981464715,1331459.7963455133,619629.4701391049,723797.0229093167,895619.481753957,1634940.5558138476,2916431.6093110647,185892.69169875,215367.0,0.0215367,0.0,300808.3380732887,300808.3380732887,0.050332785035303695,,0.31613,49328.54880926654,1.467411756515503
Principal+Interest,1200000,25,25,960000.0,0.53125,-5864716.65233816,5143609.074444445,-13278388.87213517,-8745108.32568543,-5146274.567298391,-1657014.7493239227,114380.13582766538,912951.64251375,9466337.0,0.9466337,0.0,993.2446870986823,993.2446870986823,nan,,0.9918,3399201.5010472233,1.4097280502319336
Interest Only,1200000,25,30,960000.0,0.4375,975203.4180177087,917675.1504840631,467741.1659487412,534890.2180801551,631097.272462488,998730.8705713747,1917939.309267999,208535.53696125,296700.0,0.02967,0.0,141749.4378947973,141749.4378947973,0.03989962621062548,,0.45168,65724.54762252321,1.4284658432006836
Principal+Interest,1200000,25,30,960000.0,0.4375,-12504182.043260826,6387625.209761727,-20879757.121195555,-17159101.173869736,-12451996.233690666,-7584600.648919183,-4174276.770691856,772576.7725799999,9939108.0,0.9939108,0.0,12.801423291749497,12.801423291749497,nan,,0.99972,6384898.684263106,1.4612598419189453
