loan_type,house_value,loan_duration,annuity_duration,loan_amount,reinvest_fraction,mean_reinvestment,std_reinvestment,p10_reinvestment,p25_reinvestment,p50_reinvestment,p75_reinvestment,p90_reinvestment,mean_deficit,total_holiday_quarters,pct_quarters_holiday,mean_funder_earned,mean_funder_profit_share,mean_net_position,mean_cagr,xirr,prob_insurance_payout,mean_insurance_payout_npv,simulation_time_sec
Interest Only,1000000,15,15,800000.0,0.71875,1168216.5640150148,615910.5539084597,544538.3584892993,737471.6149506723,1034678.723536389,1443171.8014015323,1955329.9105683977,624000.0,6000000.0,1.0,0.0,72742.23217855046,72742.23217855046,0.05262246501787837,,0.61667,137578.51135754914,19.66150975227356
Principal+Interest,1000000,15,15,800000.0,0.71875,-2156650.701234735,1019683.3271085733,-3477422.4894140437,-2641097.86497668,-1949381.1290082624,-1440131.858910372,-1094658.2716269926,624000.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1863273.7179005225,20.23732089996338
Interest Only,1000000,15,20,800000.0,0.625,832133.2574924068,454144.9506617877,375828.68924000236,515260.581166846,731653.6519189649,1031657.1113610693,1413010.7247716596,624000.0,6000000.0,1.0,0.0,20381.751173560497,20381.751173560497,0.03621244035169413,,0.79896,208493.14358110123,20.162127017974854
Principal+Interest,1000000,15,20,800000.0,0.625,-2492734.007757314,1173066.700105574,-4012178.723165471,-3049756.62971739,-2255712.8406081637,-1668423.1150877601,-1268750.574031757,624000.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2008244.0102635724,21.408747673034668
Interest Only,1000000,15,25,800000.0,0.53125,496049.9509697817,296137.9381553126,201850.47028349357,291183.63053546194,429392.2770933023,624231.1151833091,872066.2095803759,624000.0,6000000.0,1.0,0.0,2139.0727268420337,2139.0727268420337,0.010648994644705034,,0.94841,315280.85136729194,19.394372940063477
Principal+Interest,1000000,15,25,800000.0,0.53125,-2828817.3142799544,1329272.3929343708,-4550291.668168132,-3459307.026406658,-2561955.4996600207,-1894403.6819779943,-1441817.7302293659,624000.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2153214.3026266005,18.46329927444458
Interest Only,1000000,15,30,800000.0,0.4375,159966.64444716845,153934.84669060475,9373.160728999543,59147.383489474654,128681.88025348153,225455.5184633633,349697.1857430486,624000.0,6000000.0,1.0,0.0,32.48314153699198,32.48314153699198,-0.05084609681200303,,0.99806,452229.07972924114,19.623446702957153
Principal+Interest,1000000,15,30,800000.0,0.4375,-3164900.620802542,1487411.4840036284,-5088061.9319789475,-3868673.019374524,-2864548.9270816343,-2118604.000532764,-1613008.8742992175,624000.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2298184.5949896434,19.72517204284668
Interest Only,1000000,20,20,800000.0,0.625,748086.6003600585,581931.3441436423,209563.6374939455,357833.7107896763,602818.4496202833,969955.8627603024,1456855.7662600733,832000.0,8000000.0,1.0,0.0,22461.70649822931,22461.70649822931,0.021860221125812096,,0.87413,300263.87643064786,24.36484408378601
Principal+Interest,1000000,20,20,800000.0,0.625,-4603388.277666988,2544879.9522365616,-7828210.663320917,-5700828.749520358,-4031695.7691967394,-2838430.638375691,-2072457.557266837,832000.0,8000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2708833.7305634096,29.57097101211548
Interest Only,1000000,20,25,800000.0,0.53125,193876.84137686275,333400.1345622727,-121211.13221567954,-1522.3135772857945,134594.07999316204,323782.99930331856,582648.6702581544,832000.0,8000000.0,1.0,0.0,1071.4413612289588,1071.4413612289588,-0.038218267269547024,,0.98742,487542.4822793843,29.425951957702637
Principal+Interest,1000000,20,25,800000.0,0.53125,-5157598.036650202,2849162.4686013428,-8770361.140637849,-6390915.106236009,-4518529.196340188,-3182542.485409733,-2322768.0686334586,832000.0,8000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2927538.809055584,29.263397932052612
Interest Only,1000000,20,30,800000.0,0.4375,-360332.91760632274,297985.68840968644,-725636.3665160795,-489765.17601034784,-303309.7870556776,-170131.45154761223,-73805.32487848193,832000.0,8000000.0,1.0,0.0,9.727165286064174,9.727165286064174,nan,,0.99992,703919.690634142,28.0451819896698
Principal+Interest,1000000,20,30,800000.0,0.4375,-5711807.7956334315,3156607.0129205305,-9717522.90476133,-7076009.588602759,-5004547.752926668,-3521875.901383183,-2573397.548500444,832000.0,8000000.0,1.0,0.0,0.0,0.0,nan,,1.0,3146243.8875478716,31.22605800628662
Interest Only,1000000,25,25,800000.0,0.53125,-622796.4760431581,660803.9999122999,-1399398.1702294052,-890536.29128274,-503196.97138894384,-233190.7021929582,-20507.843411317477,1040000.0,10000000.0,1.0,0.0,353.44756868317745,353.44756868317745,nan,,0.9983,783611.5296508487,143.69635891914368
Principal+Interest,1000000,25,25,800000.0,0.53125,-9246162.265568271,5808701.036890309,-16436266.684795303,-11586956.20574627,-7823174.8365500355,-5278954.744050797,-3719342.1001996817,1040000.0,10000000.0,1.0,0.0,0.0,0.0,nan,,1.0,4017936.937483273,120.76634788513184
Interest Only,1000000,25,30,800000.0,0.4375,-1537550.5069894614,1027335.3406272392,-2806343.761229338,-1939936.4685932444,-1281476.3106522984,-842872.3349853964,-573338.3361135615,1040000.0,10000000.0,1.0,0.0,1.9748422259806073,1.9748422259806073,nan,,0.99998,1098177.3043543033,117.85006070137024
Principal+Interest,1000000,25,30,800000.0,0.4375,-10160916.296514643,6388194.688055449,-18066630.10407168,-12733732.914070942,-8595907.175208211,-5803946.08935963,-4085024.6266443087,1040000.0,10000000.0,1.0,0.0,0.0,0.0,nan,,1.0,4332942.78425175,113.39896988868713
Interest Only,1000000,30,30,800000.0,0.4375,-3965867.3809858416,2817525.6160465577,-7358534.444364561,-4996715.959449464,-3236730.3889339827,-2085955.540467375,-1408365.5088688012,1248000.0,12000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1715444.1796862963,136.5175223350525
Principal+Interest,1000000,30,30,800000.0,0.4375,-17836644.951731287,12452479.974133922,-32859305.709564693,-22441031.903699256,-14612958.651982097,-9502730.20354116,-6475565.912176486,1248000.0,12000000.0,1.0,0.0,0.0,0.0,nan,,1.0,5992063.844054147,152.53151679039001
Interest Only,1100000,10,10,880000.0,0.8125,1280996.5121400494,519506.94545780146,718405.726375925,912156.5570860286,1187510.8468895205,1544694.8749811796,1960513.9210147893,457600.0,4000000.0,1.0,0.0,87804.28314112038,87804.28314112038,0.06709582492457944,0.016640920099730228,0.48704,94971.94822924728,39.88662815093994
Principal+Interest,1100000,10,10,880000.0,0.8125,-990264.6398948192,387342.69437980826,-1499066.559386423,-1188933.4544445514,-922693.1061630334,-714429.0913423612,-568056.7495158862,457600.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1461153.8527332537,5.113673210144043
Interest Only,1100000,10,15,880000.0,0.71875,1056978.2008521366,431235.4209192973,590515.7415083753,751199.6155267048,978854.6691487891,1275073.7084368349,1620850.1451168312,457600.0,4000000.0,1.0,0.0,38941.524413158964,38941.524413158964,0.056505643850016884,0.014024833805230964,0.60723,124437.32157925745,4.892455101013184
Principal+Interest,1100000,10,15,880000.0,0.71875,-1214282.9511827414,465298.48090615176,-1826136.6632839525,-1454804.8622319154,-1134069.0526939915,-881888.32310091,-705698.0166773235,457600.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1556758.5530721105,5.095285892486572
Interest Only,1100000,10,20,880000.0,0.625,832959.8895642086,343116.1638636568,462414.4457674985,589654.209117214,770122.2014085203,1006091.3451460308,1281825.1811315198,457600.0,4000000.0,1.0,0.0,11560.55764449993,11560.55764449993,0.04381791882450381,0.010863161172452616,0.75108,167416.11384436907,5.193635940551758
Principal+Interest,1100000,10,20,880000.0,0.625,-1438301.2624706507,546497.1926279773,-2156900.9611545047,-1720435.0243464117,-1344975.7379975177,-1047741.5221762229,-839606.1627646545,457600.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1652363.2534109445,5.166534185409546
Interest Only,1100000,10,25,880000.0,0.53125,608941.5782762994,255306.88852065406,334059.7775619247,428024.3516645634,561794.380091745,736799.3524134452,942805.3613358259,457600.0,4000000.0,1.0,0.0,1659.576922733954,1659.576922733954,0.027064221757160167,0.00664402022261032,0.89191,229064.3470295745,5.331589937210083
Principal+Interest,1100000,10,25,880000.0,0.53125,-1662319.5737585647,629685.5394079384,-2490318.607771394,-1988725.629240742,-1554700.208589673,-1212766.0205961186,-971226.409080356,457600.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1747967.9537497924,5.118640899658203
Interest Only,1100000,10,30,880000.0,0.4375,384923.2669883985,168293.5070648964,204910.33940547568,265815.5703222914,353323.6070409677,468121.9954622972,604671.4247702284,457600.0,4000000.0,1.0,0.0,55.72099928213017,55.72099928213017,-5.457799579611233e-06,,0.9819,310979.19423388335,12.314388990402222
Principal+Interest,1100000,10,30,880000.0,0.4375,-1886337.8850464884,714168.5846501403,-2825976.3126058234,-2256174.475683391,-1764637.299720052,-1376950.1522979992,-1102417.8046607084,457600.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1843572.654088664,12.761910915374756
Interest Only,1100000,15,15,880000.0,0.71875,1285038.220416531,677501.6092993036,598992.1943382294,811218.7764457415,1138146.5958900275,1587488.9815416848,2150862.9016252365,686400.0,6000000.0,1.0,0.0,80016.45539640544,80016.45539640544,0.05262246501787926,,0.61667,151336.36249330346,18.977424144744873
Principal+Interest,1100000,15,15,880000.0,0.71875,-2372315.7713582204,1121651.6598194265,-3825164.7383554475,-2905207.6514743464,-2144319.2419090886,-1584145.0448014091,-1204124.0987896926,686400.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2049601.089690611,20.250924110412598
Interest Only,1100000,15,20,880000.0,0.625,915346.5832416376,499559.4457279651,413411.55816400266,566786.6392835312,804819.01711086,1134822.8224971765,1554311.7972488282,686400.0,6000000.0,1.0,0.0,22419.926290916585,22419.926290916585,0.03621244035169324,,0.79896,229342.45793920918,20.11615800857544
Principal+Interest,1100000,15,20,880000.0,0.625,-2742007.4085330963,1290373.3701161323,-4413396.59548202,-3354732.2926891283,-2481284.124668982,-1835265.4265965372,-1395625.631434933,686400.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2209068.4112899546,19.582313776016235
Interest Only,1100000,15,25,880000.0,0.53125,545654.9460667591,325751.7319708422,222035.51731184238,320301.9935890081,472331.5048026325,686654.2267016394,959272.8305384169,686400.0,6000000.0,1.0,0.0,2352.9799995262374,2352.9799995262374,0.010648994644705034,,0.94841,346808.9365040242,19.00362277030945
Principal+Interest,1100000,15,25,880000.0,0.53125,-3111699.0457079625,1462199.6322278103,-5005320.834984942,-3805237.729047324,-2818151.049626021,-2083844.050175793,-1585999.5032523025,686400.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2368535.7328892522,19.093950033187866
Interest Only,1100000,15,30,880000.0,0.4375,175963.30889188594,169328.33135966625,10310.476801901283,65062.12183842272,141550.06827882974,248001.07030970056,384666.9043173536,686400.0,6000000.0,1.0,0.0,35.73145569069147,35.73145569069147,-0.050846096812002806,,0.99806,497451.98770216154,18.33781099319458
Principal+Interest,1100000,15,30,880000.0,0.4375,-3481390.6828828026,1636152.6324039737,-5596868.125176841,-4255540.321311975,-3151003.819789796,-2330464.4005860398,-1774309.7617291377,686400.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2528003.05448856,18.293812036514282
Interest Only,1100000,20,20,880000.0,0.625,822895.2603960622,640124.478557999,230520.00124334023,393617.0818686445,663100.2945823114,1066951.4490363325,1602541.3428860826,915200.0,8000000.0,1.0,0.0,24707.877148052405,24707.877148052405,0.021860221125812096,,0.87413,330290.26407371246,21.98100996017456
Principal+Interest,1100000,20,20,880000.0,0.625,-5063727.105433839,2799367.947460201,-8611031.72965301,-6270911.6244724,-4434865.346116416,-3122273.7022132603,-2279703.312993521,915200.0,8000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2979717.1036197436,29.430177688598633
Interest Only,1100000,20,25,880000.0,0.53125,213264.52551455025,366740.14801850216,-133332.2454372486,-1674.5449350136867,148053.48799247795,356161.2992336522,640913.5372839712,915200.0,8000000.0,1.0,0.0,1178.5854973518574,1178.5854973518574,-0.0382182672695468,,0.98742,536296.7305073164,25.02682614326477
Principal+Interest,1100000,20,25,880000.0,0.53125,-5673357.840315273,3134078.715461471,-9647397.254701642,-7030006.616859617,-4970382.1159742065,-3500796.733950705,-2555044.875496805,915200.0,8000000.0,1.0,0.0,0.0,0.0,nan,,1.0,3220292.689961173,25.330395936965942
Interest Only,1100000,20,30,880000.0,0.4375,-396366.20936695306,327784.2572506554,-798200.0031676868,-538741.6936113832,-333640.7657612453,-187144.59670237458,-81185.85736632971,915200.0,8000000.0,1.0,0.0,10.699881814670634,10.699881814670634,nan,,0.99992,774311.659697558,21.77763605117798
Principal+Interest,1100000,20,30,880000.0,0.4375,-6282988.575196593,3472267.7142126015,-10689275.19523745,-7783610.547463033,-5505002.528219333,-3874063.491521502,-2830737.3033504896,915200.0,8000000.0,1.0,0.0,0.0,0.0,nan,,1.0,3460868.2763025016,106.05352210998535
Interest Only,1100000,25,25,880000.0,0.53125,-685076.123647481,726884.399903534,-1539337.9872523418,-979589.9204110138,-553516.6685278374,-256509.7724122528,-22558.627752448796,1144000.0,10000000.0,1.0,0.0,388.79232555149594,388.79232555149594,nan,,0.9983,861972.6826159195,111.91057205200195
Principal+Interest,1100000,25,25,880000.0,0.53125,-10170778.492125168,6389571.14057932,-18079893.353274845,-12745651.826320898,-8605492.320205037,-5806850.2184558725,-4091276.310219653,1144000.0,10000000.0,1.0,0.0,0.0,0.0,nan,,1.0,4419730.631231632,171.34641480445862
Interest Only,1100000,25,30,880000.0,0.4375,-1691305.5576884309,1130068.874689957,-3086978.13735227,-2133930.11545257,-1409623.9417175264,-927159.5684839373,-630672.1697249176,1144000.0,10000000.0,1.0,0.0,2.1723264485787577,2.1723264485787577,nan,,0.99998,1207995.0347897361,153.65371322631836
Principal+Interest,1100000,25,30,880000.0,0.4375,-11177007.926166208,7027014.156861016,-19873293.11447884,-14007106.205478031,-9455497.892729037,-6384340.698295593,-4493527.089308737,1144000.0,10000000.0,1.0,0.0,0.0,0.0,nan,,1.0,4766237.062676939,142.42947793006897
Interest Only,1100000,30,30,880000.0,0.4375,-4362454.119084447,3099278.1776512126,-8094387.888801017,-5496387.555394414,-3560403.427827385,-2294551.094514115,-1549202.0597556778,1372800.0,12000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1886988.5976549713,168.17479991912842
Principal+Interest,1100000,30,30,880000.0,0.4375,-19620309.44690432,13697727.971547395,-36145236.28052117,-24685135.094069175,-16074254.51718029,-10453003.223895274,-7123122.503394134,1372800.0,12000000.0,1.0,0.0,0.0,0.0,nan,,1.0,6591270.228459517,190.14852094650269
Interest Only,1200000,10,10,960000.0,0.8125,1397450.7405163955,566734.8495903278,783715.3378646454,995079.8804574856,1295466.3784249318,1685121.681797651,2138742.459288859,499200.0,4000000.0,1.0,0.0,95786.4906994046,95786.4906994046,0.06709582492457788,0.016640920099729853,0.48704,103605.76170463179,83.5753722190857
Principal+Interest,1200000,10,10,960000.0,0.8125,-1080288.6980670635,422555.66659615736,-1635345.3375124629,-1297018.3139395113,-1006574.2976323997,-779377.1905553025,-619698.2721991492,499200.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1593986.0211635423,10.996376037597656
Interest Only,1200000,10,15,960000.0,0.71875,1153067.1282023275,470438.6410028674,644198.9907364096,819490.4896654965,1067841.4572532242,1390989.5001129105,1768200.1583092695,499200.0,4000000.0,1.0,0.0,42481.66299617358,42481.66299617358,0.05650564385001666,0.014024833805230988,0.60723,135749.80535919103,9.714001178741455
Principal+Interest,1200000,10,15,960000.0,0.71875,-1324672.3103811594,507598.3428067197,-1992149.0872188567,-1587059.8497075438,-1237166.2393025355,-962059.9888373567,-769852.3818298075,499200.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1698282.0578968138,9.578813791275024
Interest Only,1200000,10,20,960000.0,0.625,908683.5158882318,374308.5423967124,504452.12265545287,643259.1372187783,840133.3106274763,1097554.194704761,1398354.7430525657,499200.0,4000000.0,1.0,0.0,12611.517430363529,12611.517430363529,0.043817918824504476,0.010863161172452611,0.75108,182635.76055749605,8.7643301486969
Principal+Interest,1200000,10,20,960000.0,0.625,-1569055.9226952412,596178.7555941535,-2352982.8667140054,-1876838.2083779029,-1467246.2596336561,-1142990.7514649704,-915933.9957432593,499200.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1802578.0946301143,9.360881090164185
Interest Only,1200000,10,25,960000.0,0.53125,664299.9035741634,278516.60565889324,364428.8482493721,466935.6563613419,612866.596463722,803781.111723758,1028514.9396390838,499200.0,4000000.0,1.0,0.0,1810.4475520734013,1810.4475520734013,0.027064221757163054,0.006644020222610948,0.89191,249888.3785777157,10.229518175125122
Principal+Interest,1200000,10,25,960000.0,0.53125,-1813439.535009353,686929.6793541119,-2716711.208477885,-2169518.868262628,-1696036.5911887344,-1323017.477013948,-1059519.718996753,499200.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1906874.1313634315,8.743802785873413
Interest Only,1200000,10,30,960000.0,0.4375,419916.29126007034,183592.91679806967,223538.55207870094,289980.6221697725,385443.9349537828,510678.54050432396,659641.5542947953,499200.0,4000000.0,1.0,0.0,60.7865446714146,60.7865446714146,-5.457799579833278e-06,,0.9819,339250.03007333144,14.11939287185669
Principal+Interest,1200000,10,30,960000.0,0.4375,-2057823.1473234221,779093.0014365172,-3082883.2501154444,-2461281.246200063,-1925058.8724218747,-1502127.4388705455,-1202637.605084409,499200.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2011170.1680967477,13.331393003463745
Interest Only,1200000,15,15,960000.0,0.71875,1401859.8768180183,739092.6646901488,653446.0301871592,884965.9379408078,1241614.4682436674,1731806.1616818393,2346395.8926820774,748800.0,6000000.0,1.0,0.0,87290.67861426063,87290.67861426063,0.05262246501787837,,0.61667,165094.21362905938,17.70528483390808
Principal+Interest,1200000,15,15,960000.0,0.71875,-2587980.8414816605,1223619.9925302798,-4172906.987296854,-3169317.437972016,-2339257.3548099147,-1728158.2306924462,-1313589.925952392,748800.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2235928.4614806715,19.597357034683228
Interest Only,1200000,15,20,960000.0,0.625,998559.9089908816,544973.9407941536,450994.4270880028,618312.6974002145,877984.3823027586,1237988.5336332838,1695612.8697259934,748800.0,6000000.0,1.0,0.0,24458.101408272672,24458.101408272672,0.03621244035169369,,0.79896,250191.77229731905,19.166717052459717
Principal+Interest,1200000,15,20,960000.0,0.625,-2991280.809308789,1407680.0401267007,-4814614.467798563,-3659707.955660868,-2706855.408729797,-2002107.7381053127,-1522500.688838109,748800.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2409892.8123162785,18.54018998146057
Interest Only,1200000,15,25,960000.0,0.53125,595259.9411637359,355365.52578637673,242220.56434019195,349420.3566425545,515270.73251196323,749077.3382199712,1046479.4514964537,748800.0,6000000.0,1.0,0.0,2566.887272210443,2566.887272210443,0.010648994644704812,,0.94841,378337.02164075314,27.904247045516968
Principal+Interest,1200000,15,25,960000.0,0.53125,-3394580.777136014,1595126.871521241,-5460350.001801755,-4151168.4316879874,-3074346.5995920245,-2273284.418373593,-1730181.2762752394,748800.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2583857.163151928,20.02976107597351
Interest Only,1200000,15,30,960000.0,0.4375,191959.97333660285,184721.81602872495,11247.79287479983,70976.86018737005,154418.2563041782,270546.6221560367,419636.62289166,748800.0,6000000.0,1.0,0.0,38.97976984439063,38.97976984439063,-0.050846096812002806,,0.99806,542674.8956750897,19.480357885360718
Principal+Interest,1200000,15,30,960000.0,0.4375,-3797880.74496315,1784893.7808043426,-6105674.318374736,-4642407.623249429,-3437458.712497959,-2542324.8006393155,-1935610.6491590594,748800.0,6000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2757821.5139875663,21.673837184906006
Interest Only,1200000,20,20,960000.0,0.625,897703.9204320575,698317.612972366,251476.36499273436,429400.45294761145,723382.1395443407,1163947.0353123622,1748226.9195120845,998400.0,8000000.0,1.0,0.0,26954.047797875162,26954.047797875162,0.02186022112581143,,0.87413,360316.65171678056,28.665774822235107
Principal+Interest,1200000,20,20,960000.0,0.625,-5524065.933200393,3053855.9426838653,-9393852.795985099,-6840994.499424435,-4838034.92303609,-3406116.766050829,-2486949.0687202057,998400.0,8000000.0,1.0,0.0,0.0,0.0,nan,,1.0,3250600.4766760976,34.342835903167725
Interest Only,1200000,20,25,960000.0,0.53125,232652.2096522369,400080.1614747312,-145453.35865881687,-1826.7762927426927,161512.8959917936,388539.5991639837,699178.4043097856,998400.0,8000000.0,1.0,0.0,1285.7296334747487,1285.7296334747487,-0.03821826726954669,,0.98742,585050.9787352576,35.064966917037964
Principal+Interest,1200000,20,25,960000.0,0.53125,-6189117.643980304,3418994.9623215995,-10524433.368765432,-7669098.127483217,-5422235.035608227,-3819050.9824916795,-2787321.6823601522,998400.0,8000000.0,1.0,0.0,0.0,0.0,nan,,1.0,3513046.570866766,38.35322403907776
Interest Only,1200000,20,30,960000.0,0.4375,-432399.5011275855,357582.82609162433,-870763.6398192946,-587718.2112124186,-363971.7444668133,-204157.7418571347,-88566.38985417811,998400.0,8000000.0,1.0,0.0,11.67259834327699,11.67259834327699,nan,,0.99992,844703.628760972,39.48534870147705
Principal+Interest,1200000,20,30,960000.0,0.4375,-6854169.35476009,3787928.4155046395,-11661027.485713596,-8491211.506323302,-6005457.3035120005,-4226251.081659818,-3088077.058200532,998400.0,8000000.0,1.0,0.0,0.0,0.0,nan,,1.0,3775492.6650573565,111.15356969833374
Interest Only,1200000,25,25,960000.0,0.53125,-747355.7712517891,792964.7998947663,-1679277.8042752866,-1068643.5495392887,-603836.3656667334,-279828.8426315486,-24609.412093583087,1248000.0,10000000.0,1.0,0.0,424.13708241981095,424.13708241981095,nan,,0.9983,940333.8355810102,117.035719871521
Principal+Interest,1200000,25,25,960000.0,0.53125,-11095394.718682034,6970441.244268332,-19723520.021754377,-13904347.446895525,-9387809.803860039,-6334745.692860953,-4463210.520239623,1248000.0,10000000.0,1.0,0.0,0.0,0.0,nan,,1.0,4821524.324979932,122.56775188446045
Interest Only,1200000,25,30,960000.0,0.4375,-1845060.6083873713,1232802.4087526805,-3367612.5134751983,-2327923.7623118944,-1537771.5727827551,-1011446.8019824763,-688006.003336274,1248000.0,10000000.0,1.0,0.0,2.3698106711767286,2.3698106711767286,nan,,0.99998,1317812.7652251401,115.55858707427979
Principal+Interest,1200000,25,30,960000.0,0.4375,-12193099.55581756,7665833.625666535,-21679956.124886006,-15280479.496885132,-10315088.610249858,-6964735.307231561,-4902029.551973167,1248000.0,10000000.0,1.0,0.0,0.0,0.0,nan,,1.0,5199531.341102112,116.61459469795227
Interest Only,1200000,30,30,960000.0,0.4375,-4759040.857182964,3381030.7392558753,-8830241.333237473,-5996059.151339355,-3884076.46672078,-2503146.6485608523,-1690038.6106425615,1497600.0,12000000.0,1.0,0.0,0.0,0.0,nan,,1.0,2058533.0156235544,134.35933423042297
Principal+Interest,1200000,30,30,960000.0,0.4375,-21403973.942077342,14942975.968960844,-39431166.85147762,-26929238.28443912,-17535550.382378504,-11403276.244249387,-7770679.09461178,1497600.0,12000000.0,1.0,0.0,0.0,0.0,nan,,1.0,7190476.612864934,142.39185905456543
Interest Only,1300000,10,10,1040000.0,0.8125,1513904.9688927792,613962.7537228533,849024.9493533658,1078003.2038289434,1403421.9099603419,1825548.488614122,2316970.997562931,540800.0,4000000.0,1.0,0.0,103768.6982576884,103768.6982576884,0.067095824924579,0.01664092009973006,0.48704,112239.57518001746,24.724326848983765
Principal+Interest,1300000,10,10,1040000.0,0.8125,-1170312.7562393053,457768.6388125008,-1771624.1156385,-1405103.1734344712,-1090455.489101767,-844325.2897682448,-671339.7948824115,540800.0,4000000.0,1.0,0.0,0.0,0.0,nan,,1.0,1726818.1895938544,4.799211025238037
Interest Only,1300000,10,15,1040000.0,0.71875,1249156.0555525094,509641.86108644353,697882.2399644429,887781.363804287,1156828.2453576603,1506905.291788986,1915550.1715017082,540800.0,4000000.0,1.0,0.0,46021.80157918804,46021.80157918804,0.05650564385001555,0.014024833805230657,0.60723,147062.28913912328,4.850223064422607
